,songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
158,Caliente,Darell,spotify:track:4pN7yDeBmmAud5lBtuCsVs,0.894,0.796,11,-3.119,0,0.0807,0.156,0.000106,0.118,0.408,99.993,audio_features,4pN7yDeBmmAud5lBtuCsVs,spotify:track:4pN7yDeBmmAud5lBtuCsVs,https://api.spotify.com/v1/tracks/4pN7yDeBmmAud5lBtuCsVs,https://api.spotify.com/v1/audio-analysis/4pN7yDeBmmAud5lBtuCsVs,240307,4
159,Callao,Wisin & Yandel,spotify:track:3gu0fRSgFuc4FmrtIv0DnC,0.73,0.836,3,-4.277,0,0.0409,0.0073,0.0,0.0371,0.879,92.043,audio_features,3gu0fRSgFuc4FmrtIv0DnC,spotify:track:3gu0fRSgFuc4FmrtIv0DnC,https://api.spotify.com/v1/tracks/3gu0fRSgFuc4FmrtIv0DnC,https://api.spotify.com/v1/audio-analysis/3gu0fRSgFuc4FmrtIv0DnC,219947,4
160,Sumba Yandel,Yandel,spotify:track:41TgO3NJn1B2cbebkpA6M5,0.759,0.777,11,-4.892,0,0.0417,0.112,0.0,0.127,0.891,94.032,audio_features,41TgO3NJn1B2cbebkpA6M5,spotify:track:41TgO3NJn1B2cbebkpA6M5,https://api.spotify.com/v1/tracks/41TgO3NJn1B2cbebkpA6M5,https://api.spotify.com/v1/audio-analysis/41TgO3NJn1B2cbebkpA6M5,208000,4
161,Bailando - Spanish Version,Enrique Iglesias,spotify:track:637bsehtpL2oJruOEL6lZ7,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,audio_features,637bsehtpL2oJruOEL6lZ7,spotify:track:637bsehtpL2oJruOEL6lZ7,https://api.spotify.com/v1/tracks/637bsehtpL2oJruOEL6lZ7,https://api.spotify.com/v1/audio-analysis/637bsehtpL2oJruOEL6lZ7,243413,4
162,Verte Ir,DJ Luian,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,audio_features,4lzxJ4jCuFDXXGkE1LmpKR,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,https://api.spotify.com/v1/tracks/4lzxJ4jCuFDXXGkE1LmpKR,https://api.spotify.com/v1/audio-analysis/4lzxJ4jCuFDXXGkE1LmpKR,267500,4
163,MALA,6ix9ine,spotify:track:6AuTg5HcKndQ4baqOSBE2I,0.719,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.006,audio_features,6AuTg5HcKndQ4baqOSBE2I,spotify:track:6AuTg5HcKndQ4baqOSBE2I,https://api.spotify.com/v1/tracks/6AuTg5HcKndQ4baqOSBE2I,https://api.spotify.com/v1/audio-analysis/6AuTg5HcKndQ4baqOSBE2I,206550,4
164,Aunque Me Porte Mal,Ozuna,spotify:track:1wxjIhZIcFq3Rrk0zsxHp8,0.82,0.723,10,-3.611,0,0.0608,0.102,0.0,0.0976,0.785,95.988,audio_features,1wxjIhZIcFq3Rrk0zsxHp8,spotify:track:1wxjIhZIcFq3Rrk0zsxHp8,https://api.spotify.com/v1/tracks/1wxjIhZIcFq3Rrk0zsxHp8,https://api.spotify.com/v1/audio-analysis/1wxjIhZIcFq3Rrk0zsxHp8,201227,4
165,Te Robaré,Nicky Jam,spotify:track:4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,audio_features,4PJ3umtW1aWdfh5EITHc6T,spotify:track:4PJ3umtW1aWdfh5EITHc6T,https://api.spotify.com/v1/tracks/4PJ3umtW1aWdfh5EITHc6T,https://api.spotify.com/v1/audio-analysis/4PJ3umtW1aWdfh5EITHc6T,201818,4
166,Contra La Pared,Sean Paul,spotify:track:37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,audio_features,37eGbhE1xVFSvcKkqGb6i1,spotify:track:37eGbhE1xVFSvcKkqGb6i1,https://api.spotify.com/v1/tracks/37eGbhE1xVFSvcKkqGb6i1,https://api.spotify.com/v1/audio-analysis/37eGbhE1xVFSvcKkqGb6i1,224681,4
167,Si Se Da,Myke Towers,spotify:track:5KbBGUpIZd6gVFUU8tqYiQ,0.83,0.71,11,-5.523,0,0.326,0.374,0.0,0.0877,0.703,93.977,audio_features,5KbBGUpIZd6gVFUU8tqYiQ,spotify:track:5KbBGUpIZd6gVFUU8tqYiQ,https://api.spotify.com/v1/tracks/5KbBGUpIZd6gVFUU8tqYiQ,https://api.spotify.com/v1/audio-analysis/5KbBGUpIZd6gVFUU8tqYiQ,237013,4
168,Pa Mí - Remix,Dalex,spotify:track:7g8YaUQABMal0zWe7a2ijz,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,audio_features,7g8YaUQABMal0zWe7a2ijz,spotify:track:7g8YaUQABMal0zWe7a2ijz,https://api.spotify.com/v1/tracks/7g8YaUQABMal0zWe7a2ijz,https://api.spotify.com/v1/audio-analysis/7g8YaUQABMal0zWe7a2ijz,360960,4
169,La Luz,Wisin & Yandel,spotify:track:53Zjas25qARnEB1mCtlsQH,0.794,0.748,10,-3.894,0,0.068,0.0368,0.0,0.077,0.806,97.049,audio_features,53Zjas25qARnEB1mCtlsQH,spotify:track:53Zjas25qARnEB1mCtlsQH,https://api.spotify.com/v1/tracks/53Zjas25qARnEB1mCtlsQH,https://api.spotify.com/v1/audio-analysis/53Zjas25qARnEB1mCtlsQH,225120,4
170,Imposible,Luis Fonsi,spotify:track:4cuGZb0iFyHtwaSKdKrJkF,0.783,0.738,11,-4.078,1,0.0741,0.127,0.0,0.127,0.925,90.976,audio_features,4cuGZb0iFyHtwaSKdKrJkF,spotify:track:4cuGZb0iFyHtwaSKdKrJkF,https://api.spotify.com/v1/tracks/4cuGZb0iFyHtwaSKdKrJkF,https://api.spotify.com/v1/audio-analysis/4cuGZb0iFyHtwaSKdKrJkF,164533,4
171,Desconocidos,Mau y Ricky,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,audio_features,0s5DNDV6LAKn2u2Ufa3VjQ,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,https://api.spotify.com/v1/tracks/0s5DNDV6LAKn2u2Ufa3VjQ,https://api.spotify.com/v1/audio-analysis/0s5DNDV6LAKn2u2Ufa3VjQ,204453,4
172,Desde el Corazón,Bad Bunny,spotify:track:1R2mapMAUiYqre6jcFX57g,0.739,0.663,10,-6.398,0,0.266,0.0529,0.0,0.198,0.368,180.025,audio_features,1R2mapMAUiYqre6jcFX57g,spotify:track:1R2mapMAUiYqre6jcFX57g,https://api.spotify.com/v1/tracks/1R2mapMAUiYqre6jcFX57g,https://api.spotify.com/v1/audio-analysis/1R2mapMAUiYqre6jcFX57g,127040,4
173,Caro,Bad Bunny,spotify:track:6it15CsDlkqB7N4lF0C1qM,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,audio_features,6it15CsDlkqB7N4lF0C1qM,spotify:track:6it15CsDlkqB7N4lF0C1qM,https://api.spotify.com/v1/tracks/6it15CsDlkqB7N4lF0C1qM,https://api.spotify.com/v1/audio-analysis/6it15CsDlkqB7N4lF0C1qM,229456,4
174,Punto G,KAROL G,spotify:track:5Lb1pjnll07UQKxNpnnGBy,0.787,0.751,6,-4.738,0,0.0865,0.00796,0.000139,0.0857,0.926,165.961,audio_features,5Lb1pjnll07UQKxNpnnGBy,spotify:track:5Lb1pjnll07UQKxNpnnGBy,https://api.spotify.com/v1/tracks/5Lb1pjnll07UQKxNpnnGBy,https://api.spotify.com/v1/audio-analysis/5Lb1pjnll07UQKxNpnnGBy,181587,4
175,Calma,Pedro Capó,spotify:track:6aLJnupvPpT9HLv3xaUhe1,0.737,0.634,2,-5.331,1,0.0475,0.199,0.0,0.0803,0.55,126.926,audio_features,6aLJnupvPpT9HLv3xaUhe1,spotify:track:6aLJnupvPpT9HLv3xaUhe1,https://api.spotify.com/v1/tracks/6aLJnupvPpT9HLv3xaUhe1,https://api.spotify.com/v1/audio-analysis/6aLJnupvPpT9HLv3xaUhe1,180066,4
176,Vacia Sin Mi,Ozuna,spotify:track:4l0O19WwpjzbDGkdFtkQ6W,0.786,0.63,8,-6.456,0,0.301,0.358,0.00306,0.176,0.749,190.017,audio_features,4l0O19WwpjzbDGkdFtkQ6W,spotify:track:4l0O19WwpjzbDGkdFtkQ6W,https://api.spotify.com/v1/tracks/4l0O19WwpjzbDGkdFtkQ6W,https://api.spotify.com/v1/audio-analysis/4l0O19WwpjzbDGkdFtkQ6W,271105,4
177,A Solas - Remix,Lunay,spotify:track:1fXEkSum1vbTa3w0yvYzYW,0.62,0.744,6,-2.576,0,0.142,0.66,5.8e-06,0.141,0.589,180.014,audio_features,1fXEkSum1vbTa3w0yvYzYW,spotify:track:1fXEkSum1vbTa3w0yvYzYW,https://api.spotify.com/v1/tracks/1fXEkSum1vbTa3w0yvYzYW,https://api.spotify.com/v1/audio-analysis/1fXEkSum1vbTa3w0yvYzYW,273198,4
178,Mañana Es Too Late,Jesse & Joy,spotify:track:7ckO8bTkYT5YzwzwnZ6v5a,0.796,0.779,11,-3.293,0,0.0933,0.267,0.0,0.335,0.875,92.004,audio_features,7ckO8bTkYT5YzwzwnZ6v5a,spotify:track:7ckO8bTkYT5YzwzwnZ6v5a,https://api.spotify.com/v1/tracks/7ckO8bTkYT5YzwzwnZ6v5a,https://api.spotify.com/v1/audio-analysis/7ckO8bTkYT5YzwzwnZ6v5a,195227,4
179,Pa Mí,Dímelo Flow,spotify:track:4glDjeIwMMMfU9jw2vYRpL,0.722,0.584,11,-8.467,0,0.318,0.716,0.000321,0.115,0.646,169.981,audio_features,4glDjeIwMMMfU9jw2vYRpL,spotify:track:4glDjeIwMMMfU9jw2vYRpL,https://api.spotify.com/v1/tracks/4glDjeIwMMMfU9jw2vYRpL,https://api.spotify.com/v1/audio-analysis/4glDjeIwMMMfU9jw2vYRpL,210865,4
180,La Respuesta,Becky G,spotify:track:2fOjendzUzepHwR9QrVyYF,0.757,0.832,4,-3.674,0,0.229,0.127,0.0,0.167,0.53,180.05,audio_features,2fOjendzUzepHwR9QrVyYF,spotify:track:2fOjendzUzepHwR9QrVyYF,https://api.spotify.com/v1/tracks/2fOjendzUzepHwR9QrVyYF,https://api.spotify.com/v1/audio-analysis/2fOjendzUzepHwR9QrVyYF,182400,4
181,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,audio_features,1WSGTYKLEpKfNQYYW5Oymt,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,https://api.spotify.com/v1/tracks/1WSGTYKLEpKfNQYYW5Oymt,https://api.spotify.com/v1/audio-analysis/1WSGTYKLEpKfNQYYW5Oymt,158027,4
182,Baila Baila Baila - Remix,Ozuna,spotify:track:7mWFF4gPADjTQjC97CgFVt,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,audio_features,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,235284,4
183,Solita,Sech,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.793,audio_features,0tJCo71s7HT9Mu5Z4juuLw,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,https://api.spotify.com/v1/tracks/0tJCo71s7HT9Mu5Z4juuLw,https://api.spotify.com/v1/audio-analysis/0tJCo71s7HT9Mu5Z4juuLw,219520,4
184,Con Altura,ROSALÍA,spotify:track:2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,audio_features,2qG5sZ7Si6sdK74qLxedYM,spotify:track:2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/audio-analysis/2qG5sZ7Si6sdK74qLxedYM,161627,4
185,Bebé,Ozuna,spotify:track:0ulsRBiciReng91DhfVT9D,0.72,0.82,9,-5.821,1,0.113,0.579,0.000171,0.18,0.533,169.758,audio_features,0ulsRBiciReng91DhfVT9D,spotify:track:0ulsRBiciReng91DhfVT9D,https://api.spotify.com/v1/tracks/0ulsRBiciReng91DhfVT9D,https://api.spotify.com/v1/audio-analysis/0ulsRBiciReng91DhfVT9D,230320,4
186,No Te Veo - Remix,Casper Magico,spotify:track:0stKSegkdrfLTDvm5sIO38,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,audio_features,0stKSegkdrfLTDvm5sIO38,spotify:track:0stKSegkdrfLTDvm5sIO38,https://api.spotify.com/v1/tracks/0stKSegkdrfLTDvm5sIO38,https://api.spotify.com/v1/audio-analysis/0stKSegkdrfLTDvm5sIO38,252440,4
187,Borinquen Bella (feat. Zion & Lennox),Farruko,spotify:track:3UW4SUehKFC6qmaTZ3OiTp,0.794,0.731,9,-3.831,0,0.0717,0.16,0.0,0.0871,0.449,91.023,audio_features,3UW4SUehKFC6qmaTZ3OiTp,spotify:track:3UW4SUehKFC6qmaTZ3OiTp,https://api.spotify.com/v1/tracks/3UW4SUehKFC6qmaTZ3OiTp,https://api.spotify.com/v1/audio-analysis/3UW4SUehKFC6qmaTZ3OiTp,224653,4
188,La Cartera,Farruko,spotify:track:1g2Z2lOrwayOzDqOc8EfbR,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,audio_features,1g2Z2lOrwayOzDqOc8EfbR,spotify:track:1g2Z2lOrwayOzDqOc8EfbR,https://api.spotify.com/v1/tracks/1g2Z2lOrwayOzDqOc8EfbR,https://api.spotify.com/v1/audio-analysis/1g2Z2lOrwayOzDqOc8EfbR,289907,4
189,200 Mph,Bad Bunny,spotify:track:5jGUJXnELDaDTgiRjD9lsg,0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,audio_features,5jGUJXnELDaDTgiRjD9lsg,spotify:track:5jGUJXnELDaDTgiRjD9lsg,https://api.spotify.com/v1/tracks/5jGUJXnELDaDTgiRjD9lsg,https://api.spotify.com/v1/audio-analysis/5jGUJXnELDaDTgiRjD9lsg,170509,4
190,Me Gusta - Remix,Natti Natasha,spotify:track:17G9G5tBsdzmKmoHIh00sX,0.853,0.766,1,-3.527,0,0.0401,0.0247,3.4e-06,0.272,0.835,96.01,audio_features,17G9G5tBsdzmKmoHIh00sX,spotify:track:17G9G5tBsdzmKmoHIh00sX,https://api.spotify.com/v1/tracks/17G9G5tBsdzmKmoHIh00sX,https://api.spotify.com/v1/audio-analysis/17G9G5tBsdzmKmoHIh00sX,197013,4
191,Dónde Estarás,J Balvin,spotify:track:1ZxJkG775oka5RsH3Yuwv3,0.832,0.76,1,-7.588,1,0.113,0.0635,0.0124,0.0776,0.809,89.998,audio_features,1ZxJkG775oka5RsH3Yuwv3,spotify:track:1ZxJkG775oka5RsH3Yuwv3,https://api.spotify.com/v1/tracks/1ZxJkG775oka5RsH3Yuwv3,https://api.spotify.com/v1/audio-analysis/1ZxJkG775oka5RsH3Yuwv3,191547,4
192,Llégale,Lunay,spotify:track:4vK8Kvyw1mabkMXJqbZOZT,0.595,0.787,9,-4.469,1,0.0523,0.211,0.0,0.0732,0.57,179.945,audio_features,4vK8Kvyw1mabkMXJqbZOZT,spotify:track:4vK8Kvyw1mabkMXJqbZOZT,https://api.spotify.com/v1/tracks/4vK8Kvyw1mabkMXJqbZOZT,https://api.spotify.com/v1/audio-analysis/4vK8Kvyw1mabkMXJqbZOZT,253333,4
193,Soltera - Remix,Lunay,spotify:track:1c0hsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,audio_features,1c0hsvHLELX6y8qymnpLKL,spotify:track:1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/tracks/1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/audio-analysis/1c0hsvHLELX6y8qymnpLKL,266087,4
194,Tu Sabes,Bryant Myers,spotify:track:232WtuEkV50XjKACoQdown,0.665,0.82,1,-5.47,1,0.0917,0.0137,1.76e-06,0.126,0.568,87.932,audio_features,232WtuEkV50XjKACoQdown,spotify:track:232WtuEkV50XjKACoQdown,https://api.spotify.com/v1/tracks/232WtuEkV50XjKACoQdown,https://api.spotify.com/v1/audio-analysis/232WtuEkV50XjKACoQdown,236693,4
195,Hola Señorita,GIMS,spotify:track:71MEWIf4Itr8Pd9OW5Mq7q,0.588,0.796,0,-3.945,0,0.262,0.386,0.0,0.198,0.546,192.128,audio_features,71MEWIf4Itr8Pd9OW5Mq7q,spotify:track:71MEWIf4Itr8Pd9OW5Mq7q,https://api.spotify.com/v1/tracks/71MEWIf4Itr8Pd9OW5Mq7q,https://api.spotify.com/v1/audio-analysis/71MEWIf4Itr8Pd9OW5Mq7q,206853,4
196,No Siento Nada,Miky Woodz,spotify:track:3lsGx2tJnbeGeR1U3xYZGS,0.744,0.814,8,-4.922,1,0.0996,0.0807,0.0,0.0491,0.919,172.023,audio_features,3lsGx2tJnbeGeR1U3xYZGS,spotify:track:3lsGx2tJnbeGeR1U3xYZGS,https://api.spotify.com/v1/tracks/3lsGx2tJnbeGeR1U3xYZGS,https://api.spotify.com/v1/audio-analysis/3lsGx2tJnbeGeR1U3xYZGS,217693,4
197,Yo No Me Enamoro,Dalex,spotify:track:3FdkRNFRVrgd9rkFUDni3y,0.74,0.789,10,-4.478,0,0.172,0.231,0.0,0.196,0.789,179.873,audio_features,3FdkRNFRVrgd9rkFUDni3y,spotify:track:3FdkRNFRVrgd9rkFUDni3y,https://api.spotify.com/v1/tracks/3FdkRNFRVrgd9rkFUDni3y,https://api.spotify.com/v1/audio-analysis/3FdkRNFRVrgd9rkFUDni3y,211667,4
198,No Me Conoce - Remix,Jhay Cortez,spotify:track:7rknFhrVDyxzTJkPSf7LoW,0.794,0.79,10,-3.855,0,0.0599,0.144,0.0,0.0893,0.577,91.984,audio_features,7rknFhrVDyxzTJkPSf7LoW,spotify:track:7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/tracks/7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/audio-analysis/7rknFhrVDyxzTJkPSf7LoW,307547,4
199,11 PM,Maluma,spotify:track:7KbF6AdprOXEEHlsq11Z6d,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,audio_features,7KbF6AdprOXEEHlsq11Z6d,spotify:track:7KbF6AdprOXEEHlsq11Z6d,https://api.spotify.com/v1/tracks/7KbF6AdprOXEEHlsq11Z6d,https://api.spotify.com/v1/audio-analysis/7KbF6AdprOXEEHlsq11Z6d,175733,4
200,Guayo,Zion & Lennox,spotify:track:4MR1AZhe1p0zTuH2HGhX9L,0.774,0.774,9,-4.19,1,0.0516,0.233,7.76e-05,0.138,0.489,95.998,audio_features,4MR1AZhe1p0zTuH2HGhX9L,spotify:track:4MR1AZhe1p0zTuH2HGhX9L,https://api.spotify.com/v1/tracks/4MR1AZhe1p0zTuH2HGhX9L,https://api.spotify.com/v1/audio-analysis/4MR1AZhe1p0zTuH2HGhX9L,222302,4
201,Ven y Hazlo Tú (feat. Arcángel),Nicky Jam,spotify:track:3NbwRR74N1FykCWETcEk3j,0.77,0.691,11,-5.624,0,0.217,0.365,0.0,0.34,0.363,127.795,audio_features,3NbwRR74N1FykCWETcEk3j,spotify:track:3NbwRR74N1FykCWETcEk3j,https://api.spotify.com/v1/tracks/3NbwRR74N1FykCWETcEk3j,https://api.spotify.com/v1/audio-analysis/3NbwRR74N1FykCWETcEk3j,262500,4
202,Quiero Mas,Ozuna,spotify:track:1aYcpI8hXtpAEdBq8fp1pH,0.768,0.821,7,-4.7,1,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,audio_features,1aYcpI8hXtpAEdBq8fp1pH,spotify:track:1aYcpI8hXtpAEdBq8fp1pH,https://api.spotify.com/v1/tracks/1aYcpI8hXtpAEdBq8fp1pH,https://api.spotify.com/v1/audio-analysis/1aYcpI8hXtpAEdBq8fp1pH,244293,4
203,Mi Llamada (Remix),Lyanno,spotify:track:78i2QPC8prEzftYZrBjKOM,0.745,0.711,6,-5.494,0,0.0851,0.195,0.0,0.197,0.71,137.002,audio_features,78i2QPC8prEzftYZrBjKOM,spotify:track:78i2QPC8prEzftYZrBjKOM,https://api.spotify.com/v1/tracks/78i2QPC8prEzftYZrBjKOM,https://api.spotify.com/v1/audio-analysis/78i2QPC8prEzftYZrBjKOM,414320,4
204,Callaita,Bad Bunny,spotify:track:2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,audio_features,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534,4
205,Comerte A Besos,Justin Quiles,spotify:track:3ffOuCtt8HjBwOsMbnzqTO,0.798,0.721,11,-4.586,1,0.158,0.152,0.0,0.0814,0.509,88.04,audio_features,3ffOuCtt8HjBwOsMbnzqTO,spotify:track:3ffOuCtt8HjBwOsMbnzqTO,https://api.spotify.com/v1/tracks/3ffOuCtt8HjBwOsMbnzqTO,https://api.spotify.com/v1/audio-analysis/3ffOuCtt8HjBwOsMbnzqTO,230320,4
206,Encantadora,Yandel,spotify:track:7LABrQFfRYcZUqUwng0Heb,0.662,0.874,8,-4.509,1,0.0471,0.147,0.0,0.141,0.926,169.943,audio_features,7LABrQFfRYcZUqUwng0Heb,spotify:track:7LABrQFfRYcZUqUwng0Heb,https://api.spotify.com/v1/tracks/7LABrQFfRYcZUqUwng0Heb,https://api.spotify.com/v1/audio-analysis/7LABrQFfRYcZUqUwng0Heb,240093,4
207,Amor Genuino,Ozuna,spotify:track:3xEozpt8pAptvpH69iJhOw,0.434,0.314,10,-7.78,0,0.0577,0.786,0.0,0.163,0.347,175.077,audio_features,3xEozpt8pAptvpH69iJhOw,spotify:track:3xEozpt8pAptvpH69iJhOw,https://api.spotify.com/v1/tracks/3xEozpt8pAptvpH69iJhOw,https://api.spotify.com/v1/audio-analysis/3xEozpt8pAptvpH69iJhOw,178160,4
208,Haciéndolo,Ozuna,spotify:track:1QAdhn27qnsVDFc7ZZZ0Ag,0.648,0.804,4,-4.189,0,0.0482,0.0574,1.7e-05,0.376,0.607,180.055,audio_features,1QAdhn27qnsVDFc7ZZZ0Ag,spotify:track:1QAdhn27qnsVDFc7ZZZ0Ag,https://api.spotify.com/v1/tracks/1QAdhn27qnsVDFc7ZZZ0Ag,https://api.spotify.com/v1/audio-analysis/1QAdhn27qnsVDFc7ZZZ0Ag,232507,4
209,Te Soñé de Nuevo,Ozuna,spotify:track:4oPnxZzoc8HM5Pva4FDeIp,0.851,0.585,5,-5.789,0,0.105,0.0913,0.0,0.0742,0.699,84.0,audio_features,4oPnxZzoc8HM5Pva4FDeIp,spotify:track:4oPnxZzoc8HM5Pva4FDeIp,https://api.spotify.com/v1/tracks/4oPnxZzoc8HM5Pva4FDeIp,https://api.spotify.com/v1/audio-analysis/4oPnxZzoc8HM5Pva4FDeIp,198187,4
210,No Puedo Olvidarte (feat. Nicky Jam),Maluma,spotify:track:6MioLOuoT4Bb5fDB8VTlcP,0.798,0.641,7,-3.131,0,0.187,0.129,0.0,0.0838,0.766,92.966,audio_features,6MioLOuoT4Bb5fDB8VTlcP,spotify:track:6MioLOuoT4Bb5fDB8VTlcP,https://api.spotify.com/v1/tracks/6MioLOuoT4Bb5fDB8VTlcP,https://api.spotify.com/v1/audio-analysis/6MioLOuoT4Bb5fDB8VTlcP,191307,4
211,Otro Trago,Sech,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,audio_features,1Ej96GIBCTvgH7tNX1r3qr,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,https://api.spotify.com/v1/tracks/1Ej96GIBCTvgH7tNX1r3qr,https://api.spotify.com/v1/audio-analysis/1Ej96GIBCTvgH7tNX1r3qr,225933,4
212,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,spotify:track:6osaMSJh9NguagEDQcZaKx,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,audio_features,6osaMSJh9NguagEDQcZaKx,spotify:track:6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/tracks/6osaMSJh9NguagEDQcZaKx,https://api.spotify.com/v1/audio-analysis/6osaMSJh9NguagEDQcZaKx,185195,4
213,Estamos Arriba,Bad Bunny,spotify:track:0bCPJsVGDxPYwQMDZMi4NW,0.853,0.818,11,-3.6,1,0.0922,0.186,0.000255,0.18,0.546,149.839,audio_features,0bCPJsVGDxPYwQMDZMi4NW,spotify:track:0bCPJsVGDxPYwQMDZMi4NW,https://api.spotify.com/v1/tracks/0bCPJsVGDxPYwQMDZMi4NW,https://api.spotify.com/v1/audio-analysis/0bCPJsVGDxPYwQMDZMi4NW,225694,4
214,No,Milly,spotify:track:2GsVvmnWA33ZRjcTOoCgi4,0.727,0.688,4,-4.662,0,0.113,0.254,7.89e-05,0.294,0.544,98.212,audio_features,2GsVvmnWA33ZRjcTOoCgi4,spotify:track:2GsVvmnWA33ZRjcTOoCgi4,https://api.spotify.com/v1/tracks/2GsVvmnWA33ZRjcTOoCgi4,https://api.spotify.com/v1/audio-analysis/2GsVvmnWA33ZRjcTOoCgi4,245987,4
215,Pa’ Que Sude,Sech,spotify:track:30vMTdUJCBlQCO8c9f34e7,0.783,0.549,7,-6.435,1,0.0757,0.547,0.00232,0.13,0.105,89.873,audio_features,30vMTdUJCBlQCO8c9f34e7,spotify:track:30vMTdUJCBlQCO8c9f34e7,https://api.spotify.com/v1/tracks/30vMTdUJCBlQCO8c9f34e7,https://api.spotify.com/v1/audio-analysis/30vMTdUJCBlQCO8c9f34e7,156000,4
216,Bebesita,KAROL G,spotify:track:69XHHNUwwgm7I0dlfqaGJS,0.714,0.826,7,-3.897,0,0.0385,0.319,1.6e-05,0.216,0.742,91.997,audio_features,69XHHNUwwgm7I0dlfqaGJS,spotify:track:69XHHNUwwgm7I0dlfqaGJS,https://api.spotify.com/v1/tracks/69XHHNUwwgm7I0dlfqaGJS,https://api.spotify.com/v1/audio-analysis/69XHHNUwwgm7I0dlfqaGJS,185053,4
217,Instinto Natural (feat. Sech),Maluma,spotify:track:63LC0DlzmPd9TOYON8blfc,0.812,0.683,1,-3.483,0,0.0818,0.161,2.58e-05,0.174,0.87,154.028,audio_features,63LC0DlzmPd9TOYON8blfc,spotify:track:63LC0DlzmPd9TOYON8blfc,https://api.spotify.com/v1/tracks/63LC0DlzmPd9TOYON8blfc,https://api.spotify.com/v1/audio-analysis/63LC0DlzmPd9TOYON8blfc,194320,4
