songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Like Home (feat. Alicia Keys),Eminem,spotify:track:2Ie7pnF3ZKNTde30TQWlWx,0.78,0.787,8,-4.581,1,0.245,0.232,0.0,0.246,0.258,109.883,245467,4,0
River (feat. Ed Sheeran),Eminem,spotify:track:1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,4,0
Believe,Eminem,spotify:track:4iTyf5pLZMOR8YrEZgSopo,0.884,0.492,1,-5.343,0,0.112,0.16,0.0,0.359,0.11,130.072,315347,4,1
Love Is Gone,G-Eazy,spotify:track:7aW0z1jKq6FgB7ffpbocg6,0.631,0.79,8,-5.128,1,0.391,0.144,0.0,0.213,0.23,80.522,234613,4,0
dirty laundry,blackbear,spotify:track:0qgZvYWLIqDn0tXimF8gPa,0.766,0.64,0,-8.899,1,0.0345,0.051,0.0,0.237,0.67,100.044,165600,4,5
Solmussa (feat. BEHM),Pikku G,spotify:track:2rHVaNBkAWylDbgh9l47n5,0.65,0.672,2,-5.85,1,0.148,0.447,0.0,0.285,0.387,115.052,191321,4,5
Pull Up N Wreck (& Metro Boomin),Big Sean,spotify:track:7DuvVy7JfFgXwWlVzyyPys,0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095,227533,4,0
chateau,blackbear,spotify:track:5IdrsGhB8D7RwNwGra9V6i,0.665,0.635,11,-5.763,0,0.0446,0.0516,0.0,0.367,0.472,97.974,212927,4,1
I miss the old u,blackbear,spotify:track:3jfFw63n74qkinjHibNPMS,0.717,0.804,7,-5.257,1,0.326,0.279,0.0,0.527,0.362,133.012,211128,4,0
Depression & Obsession,XXXTENTACION,spotify:track:2H3wWrnO758y0fPH7Ilerg,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,4,6
Awful Things,Lil Peep,spotify:track:7Hr2XoaGpIMKbNXCZDZ3le,0.368,0.796,1,-4.923,0,0.0823,0.0157,0.0,0.0694,0.181,170.033,214427,4,2
Love Me,Lil Wayne,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053,4,5
Lovin' (feat. A Boogie wit da Hoodie),PnB Rock,spotify:track:2bwN9oZIn9XXSd8RlJ4FDM,0.595,0.606,5,-6.335,0,0.0316,0.00258,0.0,0.344,0.168,92.075,210652,4,1
Wanted You (feat. Lil Uzi Vert),NAV,spotify:track:1Faq8G2y56A8fRv7HsLq25,0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.224,0.623,146.93,228387,4,1
Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,spotify:track:0tPQPaOKM32WgMSbPCYyRH,0.721,0.873,1,-4.741,1,0.119,0.0789,0.0,0.0824,0.552,79.943,172687,4,5
No Handlebars,Logan Paul,spotify:track:6GuruFkRE6Uht7IUIfYhVl,0.899,0.538,6,-6.285,0,0.179,0.0154,0.0,0.0698,0.711,135.988,152813,4,1
Deja Vu,J. Cole,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747,4,0
idfc,blackbear,spotify:track:6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4,6
Same Love - feat. Mary Lambert,Macklemore & Ryan Lewis,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,4,6
All The Way Up (Remix),Fat Joe,spotify:track:2AYTGaclgKXACh13nJRVcV,0.564,0.717,10,-6.403,0,0.397,0.097,0.0,0.493,0.423,117.489,284831,5,0
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,spotify:track:1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4,1
Enkelit,Cheek,spotify:track:6hAKGURpSwL2tvmfjnkWGr,0.647,0.82,9,-5.312,0,0.0965,0.0112,0.0,0.169,0.397,95.081,201367,4,1
Että mitähän vittua - Vain elämää kausi 7,Kaija Koo,spotify:track:6TcTdyQcyUOliG2ntoEsGU,0.328,0.357,7,-9.533,0,0.0329,0.792,1.09e-06,0.158,0.363,159.423,280813,4,6
Tunak Tunak Tun (Remix) (feat. Daler Mehndi),Todiefor,spotify:track:6kZPtpO12FBAgkK4Cf0v18,0.683,0.915,10,-2.205,0,0.0967,0.026,0.019,0.111,0.574,160.0,186000,4,1
New Bibi-Hendl - Heimatsender-Mix,Takeo Ischi,spotify:track:030HRM46GB8JiBMVDgG06n,0.729,0.977,9,-3.64,1,0.0413,0.129,0.0,0.277,0.972,133.019,192000,4,5
KahootGm,GraphicMuzik,spotify:track:4pCrnGAg1Gl48HN3yyhBl8,0.804,0.864,8,-7.006,1,0.0722,0.0749,0.912,0.0917,0.878,131.323,136647,4,7
I Got You (I Feel Good),James Brown & The Famous Flames,spotify:track:5haXbSJqjjM0TCJ5XkfEaC,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,165800,4,5
Wii Turn Up (Wii Menu Remix),Murcy,spotify:track:59OkvZEB9zPsEa6fQL2LlZ,0.906,0.578,11,-5.241,0,0.0628,0.0115,0.867,0.0626,0.507,114.157,195515,1,3
Fuck This Shit I'm Out,The Theme Song,spotify:track:2RYjte6fWX1JZRszMkOkD0,0.755,0.687,7,-7.56,1,0.222,0.271,0.0,0.237,0.973,91.994,25260,3,3
Beans Greens Potatoes Tomatoes,Sirealz,spotify:track:47gXPXYA6qX5SnqqNEC6jL,0.691,0.502,1,-8.635,1,0.122,0.0134,0.00294,0.0875,0.449,95.014,132127,4,5
Shooting Stars,Bag Raiders,spotify:track:0UeYCHOETPfai02uskjJ3x,0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,235813,4,2
The HampsterDance Song,Hampton The Hampster,spotify:track:0ouSkB2t2fGeW60MPcvmXl,0.725,0.924,6,-7.851,0,0.0414,0.131,0.313,0.948,0.967,136.034,212881,4,4
The Benny Hill Show,Charlie's Angels,spotify:track:0aeccCYNRjRw5YBOS6whEm,0.734,0.915,8,-5.987,1,0.0779,0.381,0.894,0.289,0.654,126.871,66747,4,7
Friday,Rebecca Black,spotify:track:4fK6E2UywZTJIa5kWnCD6x,0.684,0.889,8,-4.555,0,0.102,0.0307,2.57e-06,0.775,0.582,112.004,210026,4,4
Let's Get It On,Marvin Gaye,spotify:track:39l1UORIhuHvUWfxG53tRZ,0.539,0.599,3,-10.638,1,0.0483,0.0375,0.0,0.0754,0.636,167.7,290933,4,2
Mr. Sandman,The Chordettes,spotify:track:5NPYwuDtfb3xrTAjCrgWqF,0.622,0.327,9,-12.304,1,0.0447,0.704,0.0,0.0857,0.673,110.687,143133,4,6
Electric Zoo,Spongebob Squarepants,spotify:track:56KyV36puztkiJ62ca3D1t,0.723,0.844,10,-8.684,0,0.0719,0.018,0.887,0.0341,1.0,164.92,35613,4,7
Rikkinäinen Prinsessa,Nikke Ankara,spotify:track:3whMjJiy2d7Uv80A6Kmljw,0.538,0.878,11,-4.427,0,0.0644,0.057,0.0,0.295,0.661,183.998,192488,4,2
Sick Boy,The Chainsmokers,spotify:track:58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,193200,4,1
TEXAS (feat. JVG),Haloo Helsinki!,spotify:track:5ULiEi3KOYP1l7h8VXAsBH,0.664,0.928,0,-4.77,1,0.0928,0.0892,0.0,0.512,0.729,91.035,213464,4,4
Nyt on lähtö,Vesala,spotify:track:2tYDR0h6i8KuWDJoYPlyj0,0.324,0.673,10,-5.703,0,0.0681,0.0145,7.32e-06,0.173,0.285,84.909,217636,4,2
Tulla Ja Mennä,Kasmir,spotify:track:4GBhm60xuhtU2a0L9S4wOS,0.639,0.685,1,-6.966,0,0.07,0.0132,0.0,0.0766,0.687,123.101,229874,4,1
rockstar (feat. 21 Savage),Post Malone,spotify:track:0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4,2
IDGAF,Dua Lipa,spotify:track:5fHNot2sHBsTUMqaGQlksX,0.836,0.552,7,-5.66,1,0.0851,0.0433,0.0,0.0773,0.525,97.036,218173,4,5
Heaven,Julia Michaels,spotify:track:5M5IB1cNzJqbWFEUK4a1MD,0.554,0.371,7,-9.104,0,0.0361,0.855,0.0,0.0838,0.245,199.828,191813,3,3
Väärään suuntaan,Jenni Vartiainen,spotify:track:3hBHT6EFwiAABsMA1ZZBhf,0.473,0.674,0,-8.178,1,0.0749,0.0754,0.0,0.119,0.0851,159.978,271469,4,2
Tsiigaa sun perää (feat. Raappana & Seksikäs-Suklaa),Yksi Totuus,spotify:track:5UzPmB3EnktKPpILh42kfZ,0.804,0.799,1,-3.26,0,0.197,0.353,4.74e-06,0.103,0.719,106.979,185870,4,1
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,spotify:track:5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,4,5
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,spotify:track:0OlnLZY4cmQzT6ZGttvWBM,0.526,0.52,6,-7.985,0,0.0569,0.435,0.0,0.197,0.13,149.119,183637,4,6
Capital Letters,Hailee Steinfeld,spotify:track:6l0Ky2PycJV1Bz88kFeVGL,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,219373,4,5
Monsters,Saara Aalto,spotify:track:0JGbU6NlewrskD138Wq04b,0.581,0.731,0,-4.482,0,0.0387,0.0103,0.0,0.0602,0.272,121.931,180587,4,1
Does It Matter,Janieck,spotify:track:7FxidSR6IoL3qMRXxFJ8pd,0.728,0.756,10,-6.167,0,0.0581,0.0158,0.0,0.11,0.292,126.02,208016,4,1
The Middle,Zedd,spotify:track:09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,5
Don Diba,Stig Dogg,spotify:track:17HaArSkarbzF5vBblXY1h,0.791,0.822,2,-5.563,1,0.0847,0.0265,0.00281,0.275,0.384,109.97,213467,4,5
White Flag,Dido,spotify:track:4kbz7rHVbyjKasuuqelccQ,0.512,0.525,5,-6.823,1,0.0401,0.327,3.3e-06,0.081,0.294,169.951,240040,4,2
Tämän kylän poikii,Pariisin Kevät,spotify:track:0pakiWeYJcqrqka4SAaqa6,0.684,0.693,2,-7.962,1,0.0286,0.156,0.000307,0.0767,0.721,118.004,214667,4,5
Clocks,Coldplay,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4,6
Double Vision,3OH!3,spotify:track:7cwZG5WSgYtBKmIeSHouwY,0.581,0.888,0,-3.198,1,0.0587,0.0018,0.0,0.413,0.629,120.041,190707,4,4
There For You,Bryan Rice,spotify:track:1kGxLct6mfETmr6rB92ziK,0.526,0.833,1,-3.848,1,0.0378,0.0774,0.0,0.131,0.512,117.075,224267,4,2
Don't Wanna Go Home,Jason Derulo,spotify:track:1r3myKmjWoOqRip99CmSj1,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,206080,4,1
Wassup,Logic,spotify:track:5KVciTEfXvpcFHR3RFbtJy,0.777,0.57,1,-6.833,1,0.0472,0.0869,0.0,0.121,0.321,139.993,219480,4,5
Contra,Logic,spotify:track:7u90MSvVyEjL0c8icaE7jl,0.804,0.823,8,-5.837,1,0.0488,0.104,0.0,0.2,0.616,126.007,217147,4,5
Everyday,Logic,spotify:track:4EAV2cKiqKP5UPZmY6dejk,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747,4,5
Pumped Up Kicks,Foster The People,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,1
Ride,Twenty One Pilots,spotify:track:2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4,5
SAD!,XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,5
Sip A Lil (feat. Gucci Mane),Tyga,spotify:track:6MPR32vGG1AaQMYOfqvyqx,0.792,0.686,5,-5.599,1,0.0537,0.118,0.0,0.188,0.47,142.994,278601,4,5
Kuka mä oon sulle,Ida Paul & Kalle Lindroth,spotify:track:2ar6B69vBde0T2n7IGJcff,0.735,0.62,5,-7.353,1,0.0445,0.396,0.0,0.118,0.536,90.045,185150,4,5
Anna Mun Elää,Töölön Ketterä,spotify:track:7H4lYjZnXGqxt5nIjIiQSv,0.747,0.87,5,-4.971,1,0.0512,0.00416,0.0,0.724,0.457,137.997,202095,4,4
Lihasmuistissa,SINI YASEMIN,spotify:track:1LVwSgLcGPCdlojTWmealI,0.638,0.598,1,-6.436,0,0.034,0.101,3.11e-05,0.141,0.432,123.105,209535,4,1
"Top Off (feat. JAY Z, Future & Beyoncé)",DJ Khaled,spotify:track:1W6wxOOYyJyyok8fqYSZ3m,0.573,0.591,11,-6.715,0,0.331,0.0107,0.0,0.455,0.232,86.721,230713,5,0
Sun Vika,Evelina,spotify:track:33B8pusNWL0lfl6rm2n8je,0.756,0.751,8,-5.6,0,0.0281,0.228,0.0,0.342,0.962,108.026,190545,4,1
Walls,Ruben,spotify:track:57cVWZMZVXpacFiPOnAxSH,0.532,0.646,8,-5.137,1,0.057,0.0495,0.0,0.108,0.44,180.075,196167,4,2
Échame La Culpa,Luis Fonsi,spotify:track:0mlAOSILGRys2IbvyOT5VJ,0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,173800,4,5
Spotlight,Marshmello,spotify:track:6VrCmhRBFnuGKmtNfk4jDs,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,177600,4,4
Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,Farruko,spotify:track:6HdVpbKJtp4EDpfli4fcOm,0.741,0.679,9,-4.932,1,0.127,0.0862,0.0,0.112,0.513,163.097,236953,4,5
A Million Dreams,Ziv Zaifman,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,269453,3,3
Love Lies (with Normani),Khalid,spotify:track:45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4,5
Number,Alexander Oscar,spotify:track:3PzNjV3A8cRiQBUuFmtkQ7,0.635,0.594,7,-5.289,0,0.0498,0.114,0.0,0.0652,0.238,159.924,179199,4,1
Lullaby,Sigala,spotify:track:5xzCzOAOfRi4DOttSzvznR,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022,4,1
Cigarette,RAYE,spotify:track:5ppjtLheLgMk3jtZXnNjC4,0.801,0.679,2,-4.663,1,0.084,0.106,5.2e-05,0.141,0.543,115.065,187837,4,5
Like I Do,David Guetta,spotify:track:6RnkFd8Fqqgk1Uni8RgqCQ,0.635,0.9,0,-3.719,0,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,4,2
The Middle,Zedd,spotify:track:09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,5
Reggaetón Lento (Bailemos),CNCO,spotify:track:3AEZUABDXNtecAOSC1qTfo,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,222560,4,1
Cocky (feat. London On Da Track),A$AP Rocky,spotify:track:1nO2NjuFkGaAWcMdJ1pNrp,0.797,0.633,5,-4.815,1,0.238,0.223,0.0,0.109,0.577,156.015,232413,4,0
Kuuntele,Hätä-Miikka,spotify:track:7ljhuMPoghjMONXNrZHFZi,0.556,0.728,11,-7.133,0,0.03,0.131,0.0199,0.0574,0.374,162.006,204400,4,2
Pornoo,SANNI,spotify:track:4jPPK0bAYawEKXVQskRU9U,0.756,0.594,0,-5.653,0,0.0591,0.0352,0.0,0.0715,0.712,123.967,225737,4,1
Breakfast (feat. A$AP Rocky),Jaden,spotify:track:3xWwPvpAv1HbKFmTwf6uKR,0.485,0.783,11,-7.82,0,0.623,0.346,0.0,0.752,0.154,159.661,184599,4,0
I Don't Want It At All,Kim Petras,spotify:track:4qexD6ObR5nzpFJNpvQxIr,0.766,0.739,6,-3.011,0,0.0835,0.105,0.0,0.084,0.751,110.018,250616,4,1
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,spotify:track:1BuZAIO8WZpavWVbbq3Lci,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948,332301,4,1
Never Be the Same,Camila Cabello,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4,2
Kelpaat kelle vaan (Vain elämää kausi 7) [feat. Apocalyptica],SANNI,spotify:track:1g5ekWqRgWCxG2vX14EFzn,0.372,0.398,4,-8.975,0,0.033,0.0139,0.0237,0.0684,0.237,88.32,203160,4,6
Kuka muu muka,Cheek,spotify:track:1ZVkcGGkXyZrhiNy3wOAQR,0.803,0.834,6,-5.311,1,0.0921,0.0721,0.0,0.106,0.841,99.963,222200,4,5
Rakkaus on lumivalkoinen,Suvi Teräsniska,spotify:track:0bhngi9c1n0CXIhqKaYNtF,0.617,0.411,10,-7.025,0,0.0255,0.703,0.0,0.0921,0.41,78.019,249373,4,6
Vahinko,SANNI,spotify:track:6NZVZPUxsElLGfQPTEKMF5,0.671,0.622,6,-4.869,1,0.0369,0.124,0.0,0.0925,0.241,117.004,240925,4,2
Ghost Of You,Selena Gomez & The Scene,spotify:track:2eW8aJXH9OSqJuw1UcPEj6,0.526,0.64,1,-5.201,0,0.0393,0.687,0.0,0.049,0.227,84.822,203253,4,6
Mun koti ei oo täällä,Chisu,spotify:track:2OmyTvFhrEmkqSbtAgPdiD,0.513,0.547,0,-7.703,0,0.0369,0.118,2.37e-05,0.279,0.337,100.066,269373,4,1
Surulapsi (Vain elämää kausi 7),Cheek,spotify:track:5pSSjM7U4ZIxcjdDLarOVI,0.652,0.695,8,-6.967,0,0.0556,0.11,0.0,0.454,0.781,138.091,188933,3,3
Piha ilman sadettajaa,Zen Cafe,spotify:track:56GoBnU8VlEQxD7CX86NHA,0.683,0.713,0,-6.53,0,0.0276,0.0414,0.000335,0.14,0.644,94.998,262440,4,1
Etenee (feat. Pete Parkkonen),JVG,spotify:track:0mX0wnwM3RibBriP2sYPbQ,0.748,0.691,11,-5.59,0,0.0444,0.341,0.0,0.147,0.68,127.976,220280,4,1
Prinsessalle,Diandra,spotify:track:1dwvNUDc61IR9cE8IlACOr,0.325,0.21,2,-11.347,0,0.0299,0.899,0.000158,0.0684,0.0646,127.39,224280,4,6
Kaksoisolento,Tuuli,spotify:track:6xN3fAZfP9WyN9gqs7OgnM,0.716,0.547,1,-5.287,0,0.0297,0.0729,0.0,0.233,0.342,100.0,189234,4,1
Huominen on huomenna (feat. Anna Abreu),JVG,spotify:track:7ooHagUVhmaGGQzvPJ9xXs,0.741,0.849,6,-4.094,1,0.133,0.0601,0.0,0.436,0.762,99.982,221787,4,4
Matkustaja,Egotrippi,spotify:track:5esJb63Nbi1LeG0v4NyKTt,0.488,0.615,9,-4.377,1,0.0295,0.034,0.0,0.208,0.686,130.05,241320,4,2
Paha poika,Diandra,spotify:track:2tPEV1kekqG1XPyYTVjeNM,0.601,0.728,1,-5.108,0,0.0646,0.0867,8.43e-06,0.272,0.635,152.003,208440,4,1
Pumppaa,Aste,spotify:track:7v3pxNQScxFBOkV6evkyK4,0.797,0.819,11,-3.856,0,0.232,0.0374,0.0,0.144,0.485,112.04,210040,4,1
Happee,Brädi,spotify:track:1o48K2U2TjjM46hVWztsU5,0.799,0.933,7,-4.113,1,0.216,0.135,0.0,0.266,0.668,119.971,184253,4,5
That's My Girl,Fifth Harmony,spotify:track:0F2HPooQ20wUQxOOued2JV,0.598,0.851,5,-4.245,0,0.12,0.0355,2.81e-05,0.365,0.612,202.046,203987,4,2
Päällekkäin,Ida Paul & Kalle Lindroth,spotify:track:5zT0kpzFSaonTEXxmgk4Q2,0.557,0.343,4,-9.51,0,0.0358,0.596,2.31e-06,0.32,0.367,199.89,213284,4,6
Erilaiset,Robin,spotify:track:1Zooe4vouCs2Wtzy89hLXn,0.703,0.76,11,-5.751,0,0.0296,0.00426,0.0,0.102,0.489,110.011,214627,4,1
Paita Pois,Uniikki,spotify:track:4owbVmieduN5u9ZZBXhy02,0.904,0.864,8,-3.139,1,0.106,0.0995,0.0,0.0466,0.727,104.781,194787,4,5
Trip to Your Heart,Britney Spears,spotify:track:2qbhijQG7phGVHkPt22fTP,0.679,0.813,0,-5.237,1,0.295,0.0621,0.0,0.272,0.642,125.033,213773,4,0
Kaadutaan,Nikke Ankara,spotify:track:7nxmy3LKlWvVNTjo7vKSi1,0.709,0.814,2,-4.252,1,0.0489,0.265,0.0,0.114,0.749,93.004,232888,4,5
Trouble for Me,Britney Spears,spotify:track:6fbb7VBPUjqicVq9XG7s3i,0.731,0.674,0,-5.599,0,0.0452,0.00613,0.0,0.369,0.305,125.938,199947,4,1
Ehkä ensi elämässä,Johanna Kurkela,spotify:track:4CJ1fANo7GzNVLVDh1otoG,0.252,0.272,0,-11.413,0,0.042,0.66,0.00299,0.11,0.207,67.401,242693,3,3
"Mist sä tuut? (feat. Gracias, Paperi T, Juno, Stepa, Särre, Gasellit & Kube)",JVG,spotify:track:7yUIuZY8IRepbCZLI9C7oh,0.845,0.868,1,-4.856,1,0.24,0.275,0.0,0.612,0.911,103.021,377933,4,4
Lemmikki,Nelli Matula,spotify:track:2XJWjh3lv33PaQOtH212qi,0.643,0.59,4,-6.244,0,0.181,0.0218,0.0,0.0518,0.303,99.649,203039,4,1
Kuussa tuulee,Haloo Helsinki!,spotify:track:5zdMmHZqGHkQyfU6velIMU,0.616,0.874,8,-5.975,0,0.0381,0.00509,0.00348,0.223,0.844,123.029,245027,4,1
Keinu (Vain elämää kausi 7),Jenni Vartiainen,spotify:track:5RLL3hPFVU3wfib1YijpvE,0.655,0.746,6,-6.355,0,0.0396,0.273,0.0,0.0756,0.482,144.979,180975,4,1
Villi ja vitun vapaa,Petri Nygård,spotify:track:5tWk5AmzccMb4g2ktpjJNL,0.663,0.697,11,-5.274,1,0.0886,0.00414,0.0,0.0909,0.793,127.953,231373,4,5
Up N' Down,Britney Spears,spotify:track:30pIRfkIrvI88LaXReJ6HJ,0.856,0.743,4,-4.71,0,0.054,0.085,0.0,0.0739,0.833,120.006,222293,4,1
Drunk in Love (feat. Jay-Z),Beyoncé,spotify:track:6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480,4,2
#Dissaa,Matias,spotify:track:1ZKNpjwhaCZmcGGvLqQi9k,0.707,0.824,9,-3.852,1,0.0455,0.0165,0.0,0.101,0.517,106.033,209213,4,5
Vaikeeta,YOUNGHEARTED,spotify:track:5KZL8uMLL7mkxjvB8ualwF,0.683,0.442,1,-8.708,0,0.0398,0.394,0.000959,0.0966,0.202,109.892,231926,4,6
Kylki kyljessä,Pikku G,spotify:track:4qj5Rw9KfiCSCVPldgaohs,0.785,0.75,0,-5.996,1,0.154,0.339,2.73e-05,0.0478,0.837,99.986,249920,4,5
Ei taida tietää tyttö,Erin,spotify:track:3rL9VxLN6LzQqwOmBwOiub,0.768,0.62,2,-4.702,0,0.031,0.378,1.01e-05,0.11,0.732,92.003,208653,4,1
Kynttilät,Aleksanteri Hakaniemi,spotify:track:1XuIfWt9IwYRzwH2yrxZtc,0.741,0.702,3,-7.206,1,0.057,0.0112,0.0,0.103,0.591,113.03,232973,4,5
Ettei Nyt Vaan Sattuis Mitään,Nikke Ankara,spotify:track:6o6d9XguDF6aJYN6KzLU0e,0.591,0.943,3,-3.138,1,0.294,0.106,0.0,0.0648,0.891,164.711,186643,4,0
Rakkaudesta lajiin,Evelina,spotify:track:11Th9fPFor8PKJy4pk6LKr,0.759,0.635,7,-4.583,1,0.0518,0.287,0.0,0.113,0.54,128.015,195674,4,5
Ongelma,Ollie,spotify:track:6Ybla3iDI40gVVqR5bTM21,0.698,0.625,7,-6.391,1,0.0354,0.276,0.000904,0.139,0.332,123.97,219919,4,5
Kapteeni käskee,ILARI,spotify:track:7xRfNTW18gIo14hSwR3zOf,0.821,0.612,1,-4.979,1,0.0563,0.0125,1.31e-06,0.253,0.384,128.004,197604,4,5
Glitteri,Ellinoora,spotify:track:5cN3TZfA73ZtcOVBYg6A6h,0.54,0.623,4,-7.122,1,0.0346,0.327,0.0859,0.208,0.476,94.037,235595,4,5
Korkki Kii,Uniikki,spotify:track:1l250WsCkWRSCf6XPUtMjm,0.654,0.757,11,-5.02,0,0.143,0.0675,0.0,0.153,0.617,164.025,225868,4,1
Mä hiihdän,Antti Tuisku,spotify:track:7uWTswatFFFpcrIN7pjxaw,0.479,0.616,2,-5.479,0,0.067,0.0754,0.0,0.102,0.371,180.17,176211,4,2
Sä Et Oo Sä,Ollie,spotify:track:1tXF7sfiKLuHp6BW4q52zJ,0.641,0.491,6,-5.121,0,0.0257,0.206,0.0,0.15,0.446,88.013,189985,4,1
iPhone Trap,Trap City,spotify:track:4Y6CcSwIrY7ks0u0QFuBpW,0.759,0.958,10,-4.025,1,0.0569,0.00784,0.915,0.081,0.367,145.02,120922,4,7
Krusty Krab,Trap City,spotify:track:4Wh080ljzFMD6wpNDDWyac,0.589,0.492,7,-6.672,1,0.401,0.511,0.269,0.663,0.957,150.302,120112,4,0
This Is Halloween - Trap Remix,Trap City,spotify:track:1cOnvTNgetMZE17lh7C3ri,0.557,0.978,5,-3.671,0,0.515,0.0479,0.103,0.454,0.492,168.053,151824,4,0
Christmas Trap,Trap City,spotify:track:3gEI16iBx9dhWyVM1gIpqV,0.663,0.237,1,-16.382,1,0.0482,0.00351,0.697,0.136,0.126,126.013,259136,4,7
Little Einsteins,Trap City,spotify:track:6X3lJWmeFrUYYhD61V75Wz,0.743,0.75,7,-6.665,1,0.33,0.163,0.0,0.561,0.752,128.159,68494,4,0
Thomas Theme (Reprise),Thomas & Friends,spotify:track:2mQVahe9gsumDmr67neUzb,0.906,0.596,8,-10.254,1,0.0463,0.0988,5.9e-05,0.0561,0.811,98.98,30946,4,5
Super Mario Bros,Stryker Pose,spotify:track:47Mr4aM41SGZSKpBtCGv8l,0.65,0.456,0,-8.14,1,0.358,0.252,0.358,0.0628,0.732,94.23,88502,1,3
"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,spotify:track:0upFohXrGxIIAjyaJmCkMU,0.757,0.892,6,-5.321,1,0.124,0.178,4.19e-05,0.0719,0.936,127.014,255947,4,5
You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,spotify:track:0hSzixwdKTfDQewDKq2cP5,0.805,0.643,10,-13.912,1,0.232,0.41,0.0,0.606,0.927,104.047,196642,4,4
