,songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
24,"Lift Teri Bandh Hai (From ""Judwaa 2"")",Anu Malik,spotify:track:3ElJ4RSdrweHUb1jsPEOF8,0.829,0.76,1,-5.552,1,0.106,0.0116,1.04e-05,0.336,0.773,107.01,audio_features,3ElJ4RSdrweHUb1jsPEOF8,spotify:track:3ElJ4RSdrweHUb1jsPEOF8,https://api.spotify.com/v1/tracks/3ElJ4RSdrweHUb1jsPEOF8,https://api.spotify.com/v1/audio-analysis/3ElJ4RSdrweHUb1jsPEOF8,204550,4
25,"Suno Ganpati Bappa Morya (From ""Judwaa 2"")",Amit Mishra,spotify:track:6aJ3tWceqJZlvBH1ov5hDd,0.733,0.881,7,-4.452,1,0.093,0.162,0,0.0546,0.851,103.941,audio_features,6aJ3tWceqJZlvBH1ov5hDd,spotify:track:6aJ3tWceqJZlvBH1ov5hDd,https://api.spotify.com/v1/tracks/6aJ3tWceqJZlvBH1ov5hDd,https://api.spotify.com/v1/audio-analysis/6aJ3tWceqJZlvBH1ov5hDd,279191,4
26,Chalti Hai Kya 9 Se 12,Dev Negi,spotify:track:06wmFmUzR15wlWpjTYwVTr,0.804,0.887,7,-5.169,0,0.0418,0.0355,1.01e-06,0.212,0.915,126.011,audio_features,06wmFmUzR15wlWpjTYwVTr,spotify:track:06wmFmUzR15wlWpjTYwVTr,https://api.spotify.com/v1/tracks/06wmFmUzR15wlWpjTYwVTr,https://api.spotify.com/v1/audio-analysis/06wmFmUzR15wlWpjTYwVTr,261005,4
27,"Taang Uthake (feat. Mika Singh, Neeti Mohan, Mamta Sharma, Hrishikesh Chury)",Sohail Sen,spotify:track:5plP5qoxdgGRltXC2TvOQE,0.692,0.78,7,-5.167,1,0.344,0.218,0,0.0541,0.645,183.881,audio_features,5plP5qoxdgGRltXC2TvOQE,spotify:track:5plP5qoxdgGRltXC2TvOQE,https://api.spotify.com/v1/tracks/5plP5qoxdgGRltXC2TvOQE,https://api.spotify.com/v1/audio-analysis/5plP5qoxdgGRltXC2TvOQE,250082,3
28,Malamaal,Mika Singh,spotify:track:3xCUBUfAuKoKtxKEttRtii,0.808,0.975,9,-1.745,1,0.124,0.248,0.00659,0.376,0.803,129.956,audio_features,3xCUBUfAuKoKtxKEttRtii,spotify:track:3xCUBUfAuKoKtxKEttRtii,https://api.spotify.com/v1/tracks/3xCUBUfAuKoKtxKEttRtii,https://api.spotify.com/v1/audio-analysis/3xCUBUfAuKoKtxKEttRtii,203262,4
29,Golmaal Title Track,Brijesh Shandilya,spotify:track:7oqzmmpNoBRtTcUwpc1ENB,0.681,0.954,11,-4.912,0,0.155,0.303,0.00174,0.152,0.525,79.999,audio_features,7oqzmmpNoBRtTcUwpc1ENB,spotify:track:7oqzmmpNoBRtTcUwpc1ENB,https://api.spotify.com/v1/tracks/7oqzmmpNoBRtTcUwpc1ENB,https://api.spotify.com/v1/audio-analysis/7oqzmmpNoBRtTcUwpc1ENB,264127,4
30,Beat Pe Booty,Sachin Sanghvi,spotify:track:1UzvjLWSTgGlPT1eZXEBxn,0.883,0.415,5,-7.726,0,0.108,0.219,6.45e-06,0.0861,0.475,92.027,audio_features,1UzvjLWSTgGlPT1eZXEBxn,spotify:track:1UzvjLWSTgGlPT1eZXEBxn,https://api.spotify.com/v1/tracks/1UzvjLWSTgGlPT1eZXEBxn,https://api.spotify.com/v1/audio-analysis/1UzvjLWSTgGlPT1eZXEBxn,197576,4
31,"Poster Lagwa Do (From ""Luka Chuppi"")",Mika Singh,spotify:track:5G1H1Im43gBwssOH8XlnNU,0.81,0.846,2,-4.451,1,0.0435,0.0454,9.14e-05,0.374,0.885,123.966,audio_features,5G1H1Im43gBwssOH8XlnNU,spotify:track:5G1H1Im43gBwssOH8XlnNU,https://api.spotify.com/v1/tracks/5G1H1Im43gBwssOH8XlnNU,https://api.spotify.com/v1/audio-analysis/5G1H1Im43gBwssOH8XlnNU,178847,4
32,"Duniyaa (From ""Luka Chuppi"")",Akhil,spotify:track:2tjWCe2W7sgvS3C8NHcdtI,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,audio_features,2tjWCe2W7sgvS3C8NHcdtI,spotify:track:2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/tracks/2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/audio-analysis/2tjWCe2W7sgvS3C8NHcdtI,222501,4
33,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")",Badshah,spotify:track:24d3IPklAxzBJB2nuWeSpg,0.85,0.984,9,-0.649,1,0.166,0.0872,0,0.0535,0.814,100.028,audio_features,24d3IPklAxzBJB2nuWeSpg,spotify:track:24d3IPklAxzBJB2nuWeSpg,https://api.spotify.com/v1/tracks/24d3IPklAxzBJB2nuWeSpg,https://api.spotify.com/v1/audio-analysis/24d3IPklAxzBJB2nuWeSpg,172965,4
34,"Odhani (From ""Made in China"")",Sachin-Jigar,spotify:track:2q0V50aNlI1RQXJyE5HDgD,0.711,0.731,2,-6.651,1,0.0569,0.233,0,0.178,0.474,130.0,audio_features,2q0V50aNlI1RQXJyE5HDgD,spotify:track:2q0V50aNlI1RQXJyE5HDgD,https://api.spotify.com/v1/tracks/2q0V50aNlI1RQXJyE5HDgD,https://api.spotify.com/v1/audio-analysis/2q0V50aNlI1RQXJyE5HDgD,195397,4
35,"Ghungroo (From ""War"")",Arijit Singh,spotify:track:0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,0WdbnNKO0Jt4BZACSDQh44,spotify:track:0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/tracks/0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/audio-analysis/0WdbnNKO0Jt4BZACSDQh44,302935,4
36,"Jai Jai Shivshankar (From ""War"")",Vishal Dadlani,spotify:track:6lfSsCL894Qw15xbt7cSUy,0.825,0.904,5,-5.414,0,0.0787,0.257,1.21e-05,0.0715,0.528,129.036,audio_features,6lfSsCL894Qw15xbt7cSUy,spotify:track:6lfSsCL894Qw15xbt7cSUy,https://api.spotify.com/v1/tracks/6lfSsCL894Qw15xbt7cSUy,https://api.spotify.com/v1/audio-analysis/6lfSsCL894Qw15xbt7cSUy,230558,4
37,Radhe Radhe,Meet Bros.,spotify:track:48ALhEnT1bFo1n4TYlhBhB,0.494,0.832,5,-3.727,0,0.291,0.518,0,0.679,0.737,140.039,audio_features,48ALhEnT1bFo1n4TYlhBhB,spotify:track:48ALhEnT1bFo1n4TYlhBhB,https://api.spotify.com/v1/tracks/48ALhEnT1bFo1n4TYlhBhB,https://api.spotify.com/v1/audio-analysis/48ALhEnT1bFo1n4TYlhBhB,210806,4
38,Pal Pal Dil Ke Paas- Title Track,Arijit Singh,spotify:track:7lGhrfren1Zpwh0ds0zuUg,0.56,0.512,1,-7.185,0,0.0333,0.592,0,0.056,0.39,123.991,audio_features,7lGhrfren1Zpwh0ds0zuUg,spotify:track:7lGhrfren1Zpwh0ds0zuUg,https://api.spotify.com/v1/tracks/7lGhrfren1Zpwh0ds0zuUg,https://api.spotify.com/v1/audio-analysis/7lGhrfren1Zpwh0ds0zuUg,254516,4
39,"Mungda (From ""Total Dhamaal"")",Jyotica Tangri,spotify:track:4wc8pPkSIxAirW2FNGp6Pd,0.761,0.911,2,-2.561,1,0.136,0.0277,0,0.388,0.463,135.023,audio_features,4wc8pPkSIxAirW2FNGp6Pd,spotify:track:4wc8pPkSIxAirW2FNGp6Pd,https://api.spotify.com/v1/tracks/4wc8pPkSIxAirW2FNGp6Pd,https://api.spotify.com/v1/audio-analysis/4wc8pPkSIxAirW2FNGp6Pd,196138,4
40,"Ek Chumma (From ""Housefull 4"")",Sohail Sen,spotify:track:5q6eZbatNFuToQdA7FGhj5,0.74,0.903,1,-4.022,1,0.0461,0.204,0,0.509,0.949,114.065,audio_features,5q6eZbatNFuToQdA7FGhj5,spotify:track:5q6eZbatNFuToQdA7FGhj5,https://api.spotify.com/v1/tracks/5q6eZbatNFuToQdA7FGhj5,https://api.spotify.com/v1/audio-analysis/5q6eZbatNFuToQdA7FGhj5,244932,4
41,Laila Main Laila,Pawni Pandey,spotify:track:6HQbaD0RomfUPO4KK866oI,0.623,0.924,4,-4.481,0,0.142,0.00764,2.73e-06,0.557,0.506,135.968,audio_features,6HQbaD0RomfUPO4KK866oI,spotify:track:6HQbaD0RomfUPO4KK866oI,https://api.spotify.com/v1/tracks/6HQbaD0RomfUPO4KK866oI,https://api.spotify.com/v1/audio-analysis/6HQbaD0RomfUPO4KK866oI,306582,4
42,Tareefan,QARAN,spotify:track:5QyOjKJhR1iyF0DHQM2IvW,0.829,0.654,5,-6.26,0,0.0685,0.0942,5.01e-06,0.2,0.335,98.012,audio_features,5QyOjKJhR1iyF0DHQM2IvW,spotify:track:5QyOjKJhR1iyF0DHQM2IvW,https://api.spotify.com/v1/tracks/5QyOjKJhR1iyF0DHQM2IvW,https://api.spotify.com/v1/audio-analysis/5QyOjKJhR1iyF0DHQM2IvW,186122,4
43,"Mera Wala Dance (From ""Simmba"")",Nakash Aziz,spotify:track:2WDNxbQejWu16O44FcMEFM,0.676,0.948,8,-2.628,1,0.0803,0.0553,0.000218,0.0325,0.632,108.731,audio_features,2WDNxbQejWu16O44FcMEFM,spotify:track:2WDNxbQejWu16O44FcMEFM,https://api.spotify.com/v1/tracks/2WDNxbQejWu16O44FcMEFM,https://api.spotify.com/v1/audio-analysis/2WDNxbQejWu16O44FcMEFM,199584,3
44,The Humma Song,A.R. Rahman,spotify:track:7heMX7gyHP0mhTlNgd7Lxd,0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,audio_features,7heMX7gyHP0mhTlNgd7Lxd,spotify:track:7heMX7gyHP0mhTlNgd7Lxd,https://api.spotify.com/v1/tracks/7heMX7gyHP0mhTlNgd7Lxd,https://api.spotify.com/v1/audio-analysis/7heMX7gyHP0mhTlNgd7Lxd,179658,5
45,Kar Gayi Chull,Badshah,spotify:track:3fPgIknlkDWXs1l2noKZbp,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,audio_features,3fPgIknlkDWXs1l2noKZbp,spotify:track:3fPgIknlkDWXs1l2noKZbp,https://api.spotify.com/v1/tracks/3fPgIknlkDWXs1l2noKZbp,https://api.spotify.com/v1/audio-analysis/3fPgIknlkDWXs1l2noKZbp,187711,4
46,Bang Bang,Benny Dayal,spotify:track:7DonyrUlcVcrtk28mqvWNL,0.705,0.678,4,-8.644,0,0.0415,0.0483,7.01e-05,0.496,0.691,120.042,audio_features,7DonyrUlcVcrtk28mqvWNL,spotify:track:7DonyrUlcVcrtk28mqvWNL,https://api.spotify.com/v1/tracks/7DonyrUlcVcrtk28mqvWNL,https://api.spotify.com/v1/audio-analysis/7DonyrUlcVcrtk28mqvWNL,320000,4
47,"Psycho Saiyaan (From ""Saaho"")",Sachet Tandon,spotify:track:3ZjMdVOWxQ53FKrmkgCv95,0.785,0.722,10,-2.604,0,0.158,0.0363,4.24e-06,0.452,0.848,189.857,audio_features,3ZjMdVOWxQ53FKrmkgCv95,spotify:track:3ZjMdVOWxQ53FKrmkgCv95,https://api.spotify.com/v1/tracks/3ZjMdVOWxQ53FKrmkgCv95,https://api.spotify.com/v1/audio-analysis/3ZjMdVOWxQ53FKrmkgCv95,166461,4
48,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,spotify:track:6E9UwSfT80age2xknoMS7Y,0.473,0.401,4,-7.018,0,0.0241,0.629,1.17e-05,0.154,0.345,90.076,audio_features,6E9UwSfT80age2xknoMS7Y,spotify:track:6E9UwSfT80age2xknoMS7Y,https://api.spotify.com/v1/tracks/6E9UwSfT80age2xknoMS7Y,https://api.spotify.com/v1/audio-analysis/6E9UwSfT80age2xknoMS7Y,249127,4
49,"Thodi Jagah (From ""Marjaavaan"")",Arijit Singh,spotify:track:3f0wz6zcA7XkQiGm0qNF5r,0.621,0.467,0,-4.835,0,0.0273,0.632,0,0.0888,0.227,107.164,audio_features,3f0wz6zcA7XkQiGm0qNF5r,spotify:track:3f0wz6zcA7XkQiGm0qNF5r,https://api.spotify.com/v1/tracks/3f0wz6zcA7XkQiGm0qNF5r,https://api.spotify.com/v1/audio-analysis/3f0wz6zcA7XkQiGm0qNF5r,218048,4
50,"The Bhoot Song (From ""Housefull 4"")",Mika Singh,spotify:track:1kyuz7HsgtrWBfM2mMHwPe,0.567,0.839,10,-5.325,0,0.131,0.0919,0.0272,0.189,0.785,104.974,audio_features,1kyuz7HsgtrWBfM2mMHwPe,spotify:track:1kyuz7HsgtrWBfM2mMHwPe,https://api.spotify.com/v1/tracks/1kyuz7HsgtrWBfM2mMHwPe,https://api.spotify.com/v1/audio-analysis/1kyuz7HsgtrWBfM2mMHwPe,238798,3
51,"Chammo (From ""Housefull 4"")",Sohail Sen,spotify:track:03Qfo44fqtEzApwW1LBe53,0.773,0.896,11,-4.276,0,0.0578,0.216,0,0.192,0.884,117.047,audio_features,03Qfo44fqtEzApwW1LBe53,spotify:track:03Qfo44fqtEzApwW1LBe53,https://api.spotify.com/v1/tracks/03Qfo44fqtEzApwW1LBe53,https://api.spotify.com/v1/audio-analysis/03Qfo44fqtEzApwW1LBe53,274981,4
52,Ram Chahe Leela,Bhoomi Trivedi,spotify:track:3XzURUu02dTVsAnGQkLpyT,0.693,0.891,5,-4.144,0,0.263,0.021,0,0.324,0.689,140.117,audio_features,3XzURUu02dTVsAnGQkLpyT,spotify:track:3XzURUu02dTVsAnGQkLpyT,https://api.spotify.com/v1/tracks/3XzURUu02dTVsAnGQkLpyT,https://api.spotify.com/v1/audio-analysis/3XzURUu02dTVsAnGQkLpyT,244286,4
53,Hawa Hawa,Mika Singh,spotify:track:497aKHFYNcS1z3bliPu45t,0.825,0.798,7,-3.792,1,0.321,0.361,0,0.194,0.596,137.981,audio_features,497aKHFYNcS1z3bliPu45t,spotify:track:497aKHFYNcS1z3bliPu45t,https://api.spotify.com/v1/tracks/497aKHFYNcS1z3bliPu45t,https://api.spotify.com/v1/audio-analysis/497aKHFYNcS1z3bliPu45t,272290,4
54,Nashe Si Chadh Gayi,Arijit Singh,spotify:track:2EKXTA9QxkW6XeQ2uEeIii,0.8,0.779,4,-5.515,0,0.0553,0.113,0,0.206,0.266,96.948,audio_features,2EKXTA9QxkW6XeQ2uEeIii,spotify:track:2EKXTA9QxkW6XeQ2uEeIii,https://api.spotify.com/v1/tracks/2EKXTA9QxkW6XeQ2uEeIii,https://api.spotify.com/v1/audio-analysis/2EKXTA9QxkW6XeQ2uEeIii,238289,4
55,Kamariya,Aastha Gill,spotify:track:5cjVsWqIkBQC7acTRhL0RO,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81e-06,0.237,0.763,96.987,audio_features,5cjVsWqIkBQC7acTRhL0RO,spotify:track:5cjVsWqIkBQC7acTRhL0RO,https://api.spotify.com/v1/tracks/5cjVsWqIkBQC7acTRhL0RO,https://api.spotify.com/v1/audio-analysis/5cjVsWqIkBQC7acTRhL0RO,187983,4
56,Kamariya,Lijo George,spotify:track:5HJvDTnAaDWqhsE841I1QR,0.337,0.963,7,-2.93,1,0.296,0.284,0,0.281,0.405,62.481,audio_features,5HJvDTnAaDWqhsE841I1QR,spotify:track:5HJvDTnAaDWqhsE841I1QR,https://api.spotify.com/v1/tracks/5HJvDTnAaDWqhsE841I1QR,https://api.spotify.com/v1/audio-analysis/5HJvDTnAaDWqhsE841I1QR,251640,4
57,"Ek Toh Kum Zindagani (From ""Marjaavaan"")",Neha Kakkar,spotify:track:6oDHAjaJJjwwgoAuMIeY9K,0.668,0.965,7,-2.293,1,0.091,0.0579,0.000867,0.0566,0.722,128.012,audio_features,6oDHAjaJJjwwgoAuMIeY9K,spotify:track:6oDHAjaJJjwwgoAuMIeY9K,https://api.spotify.com/v1/tracks/6oDHAjaJJjwwgoAuMIeY9K,https://api.spotify.com/v1/audio-analysis/6oDHAjaJJjwwgoAuMIeY9K,190346,4
