,songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
60,Heaven,Solence,spotify:track:1GxZnEcrRsvk6m7ur6MR4u,0.466,0.787,5,-6.813,0,0.0466,0.00134,0.315,0.518,0.469,82.501,audio_features,1GxZnEcrRsvk6m7ur6MR4u,spotify:track:1GxZnEcrRsvk6m7ur6MR4u,https://api.spotify.com/v1/tracks/1GxZnEcrRsvk6m7ur6MR4u,https://api.spotify.com/v1/audio-analysis/1GxZnEcrRsvk6m7ur6MR4u,218275,4
61,Vic Park,Earthshatter,spotify:track:3YFDnfpUEXLdi9SqEfYs7x,0.459,0.985,6,-4.265,1,0.174,0.000122,5.62e-06,0.372,0.248,112.989,audio_features,3YFDnfpUEXLdi9SqEfYs7x,spotify:track:3YFDnfpUEXLdi9SqEfYs7x,https://api.spotify.com/v1/tracks/3YFDnfpUEXLdi9SqEfYs7x,https://api.spotify.com/v1/audio-analysis/3YFDnfpUEXLdi9SqEfYs7x,201750,4
62,Heavy Feather,Aviana,spotify:track:0ky5S8oPb4OOudiKiyeP1V,0.39,0.969,1,-3.477,1,0.0971,1.39e-05,0.00297,0.355,0.139,99.991,audio_features,0ky5S8oPb4OOudiKiyeP1V,spotify:track:0ky5S8oPb4OOudiKiyeP1V,https://api.spotify.com/v1/tracks/0ky5S8oPb4OOudiKiyeP1V,https://api.spotify.com/v1/audio-analysis/0ky5S8oPb4OOudiKiyeP1V,270009,4
63,Illusorian,Every Hour Kills,spotify:track:48Et2Hn6F8tNZU8ILsJvyw,0.386,0.984,7,-2.996,1,0.139,7.01e-06,2.31e-05,0.136,0.245,160.045,audio_features,48Et2Hn6F8tNZU8ILsJvyw,spotify:track:48Et2Hn6F8tNZU8ILsJvyw,https://api.spotify.com/v1/tracks/48Et2Hn6F8tNZU8ILsJvyw,https://api.spotify.com/v1/audio-analysis/48Et2Hn6F8tNZU8ILsJvyw,238500,4
64,No Cure,Capture,spotify:track:7xvOVgO5WdWJZv05cI4dna,0.419,0.949,1,-4.937,0,0.125,0.000322,0.00285,0.822,0.134,143.023,audio_features,7xvOVgO5WdWJZv05cI4dna,spotify:track:7xvOVgO5WdWJZv05cI4dna,https://api.spotify.com/v1/tracks/7xvOVgO5WdWJZv05cI4dna,https://api.spotify.com/v1/audio-analysis/7xvOVgO5WdWJZv05cI4dna,227383,4
65,Silver Linings,I Hate Heroes,spotify:track:31RlB6I7CAMibQOi4htpWa,0.467,0.936,1,-6.135,0,0.059,1.38e-05,0.497,0.119,0.383,139.997,audio_features,31RlB6I7CAMibQOi4htpWa,spotify:track:31RlB6I7CAMibQOi4htpWa,https://api.spotify.com/v1/tracks/31RlB6I7CAMibQOi4htpWa,https://api.spotify.com/v1/audio-analysis/31RlB6I7CAMibQOi4htpWa,229709,4
66,Knives and Flames,Deep as Ocean,spotify:track:1jMEMv2GnBqdO8VDPxANZo,0.584,0.973,10,-4.575,0,0.112,0.000487,1.52e-06,0.36,0.545,120.001,audio_features,1jMEMv2GnBqdO8VDPxANZo,spotify:track:1jMEMv2GnBqdO8VDPxANZo,https://api.spotify.com/v1/tracks/1jMEMv2GnBqdO8VDPxANZo,https://api.spotify.com/v1/audio-analysis/1jMEMv2GnBqdO8VDPxANZo,188500,4
67,Wolfpack,Life Right Now,spotify:track:4f5FmFA3ydOQasaeJgsy9x,0.409,0.987,10,-4.126,0,0.123,8.27e-05,0.0,0.384,0.201,139.954,audio_features,4f5FmFA3ydOQasaeJgsy9x,spotify:track:4f5FmFA3ydOQasaeJgsy9x,https://api.spotify.com/v1/tracks/4f5FmFA3ydOQasaeJgsy9x,https://api.spotify.com/v1/audio-analysis/4f5FmFA3ydOQasaeJgsy9x,184312,4
68,Last Resort,We're Wolves,spotify:track:79yk5if7iqRhuQPwgOhCTj,0.59,0.919,11,-3.192,0,0.0878,0.000433,3.1e-06,0.324,0.526,90.497,audio_features,79yk5if7iqRhuQPwgOhCTj,spotify:track:79yk5if7iqRhuQPwgOhCTj,https://api.spotify.com/v1/tracks/79yk5if7iqRhuQPwgOhCTj,https://api.spotify.com/v1/audio-analysis/79yk5if7iqRhuQPwgOhCTj,199558,4
69,Teeth,Dirty D´Sire,spotify:track:6ujuLEt7GwoczB6ll5e6e0,0.566,0.907,3,-6.466,0,0.0412,0.000833,0.0,0.15,0.665,138.974,audio_features,6ujuLEt7GwoczB6ll5e6e0,spotify:track:6ujuLEt7GwoczB6ll5e6e0,https://api.spotify.com/v1/tracks/6ujuLEt7GwoczB6ll5e6e0,https://api.spotify.com/v1/audio-analysis/6ujuLEt7GwoczB6ll5e6e0,216043,4
70,Zombies,Alive In Barcelona,spotify:track:57swWpFcz3GzNBRgZIhMDC,0.382,0.804,1,-5.79,1,0.0372,0.000344,0.0055,0.0671,0.486,183.008,audio_features,57swWpFcz3GzNBRgZIhMDC,spotify:track:57swWpFcz3GzNBRgZIhMDC,https://api.spotify.com/v1/tracks/57swWpFcz3GzNBRgZIhMDC,https://api.spotify.com/v1/audio-analysis/57swWpFcz3GzNBRgZIhMDC,189178,4
71,This Is War,No Resolve,spotify:track:2nW8udHE9rOVJ5hfOThcmD,0.557,0.878,10,-5.211,0,0.106,0.000292,0.0,0.148,0.564,103.019,audio_features,2nW8udHE9rOVJ5hfOThcmD,spotify:track:2nW8udHE9rOVJ5hfOThcmD,https://api.spotify.com/v1/tracks/2nW8udHE9rOVJ5hfOThcmD,https://api.spotify.com/v1/audio-analysis/2nW8udHE9rOVJ5hfOThcmD,246000,4
72,Erase,Imminence,spotify:track:68OfR28SM9D06I3UfGC2p9,0.341,0.975,1,-4.713,0,0.0984,4.42e-05,8.7e-05,0.0879,0.132,154.961,audio_features,68OfR28SM9D06I3UfGC2p9,spotify:track:68OfR28SM9D06I3UfGC2p9,https://api.spotify.com/v1/tracks/68OfR28SM9D06I3UfGC2p9,https://api.spotify.com/v1/audio-analysis/68OfR28SM9D06I3UfGC2p9,223089,4
73,Forget Me,Belle Haven,spotify:track:0WBF03nAjiyKKIQthYWUtU,0.433,0.99,5,-2.089,0,0.0944,9.97e-05,0.0,0.37,0.346,94.999,audio_features,0WBF03nAjiyKKIQthYWUtU,spotify:track:0WBF03nAjiyKKIQthYWUtU,https://api.spotify.com/v1/tracks/0WBF03nAjiyKKIQthYWUtU,https://api.spotify.com/v1/audio-analysis/0WBF03nAjiyKKIQthYWUtU,204000,4
74,The Wake,In Vein,spotify:track:22NxWJW6cfNynsmD1hX8Is,0.408,0.909,10,-4.424,0,0.0467,1.22e-05,0.000777,0.464,0.498,174.951,audio_features,22NxWJW6cfNynsmD1hX8Is,spotify:track:22NxWJW6cfNynsmD1hX8Is,https://api.spotify.com/v1/tracks/22NxWJW6cfNynsmD1hX8Is,https://api.spotify.com/v1/audio-analysis/22NxWJW6cfNynsmD1hX8Is,191000,4
75,Hollow Heart,Where Oceans Burn,spotify:track:6CeZmZ7Ih0jAqyE2lG3DGG,0.493,0.909,8,-7.232,1,0.0537,0.00926,0.000273,0.104,0.182,109.993,audio_features,6CeZmZ7Ih0jAqyE2lG3DGG,spotify:track:6CeZmZ7Ih0jAqyE2lG3DGG,https://api.spotify.com/v1/tracks/6CeZmZ7Ih0jAqyE2lG3DGG,https://api.spotify.com/v1/audio-analysis/6CeZmZ7Ih0jAqyE2lG3DGG,272727,4
76,82nd All the Way,Amaranthe,spotify:track:1GK39qL3zPowvvb0UpWGyQ,0.459,0.965,0,-6.792,1,0.09,0.000365,1.11e-06,0.0598,0.389,174.947,audio_features,1GK39qL3zPowvvb0UpWGyQ,spotify:track:1GK39qL3zPowvvb0UpWGyQ,https://api.spotify.com/v1/tracks/1GK39qL3zPowvvb0UpWGyQ,https://api.spotify.com/v1/audio-analysis/1GK39qL3zPowvvb0UpWGyQ,201547,4
77,The Edge,Entropy Zero,spotify:track:3440SDcTXI0IhitEIYKlUJ,0.516,0.881,7,-8.06,1,0.0291,8.24e-06,0.0175,0.12,0.538,96.991,audio_features,3440SDcTXI0IhitEIYKlUJ,spotify:track:3440SDcTXI0IhitEIYKlUJ,https://api.spotify.com/v1/tracks/3440SDcTXI0IhitEIYKlUJ,https://api.spotify.com/v1/audio-analysis/3440SDcTXI0IhitEIYKlUJ,142991,4
78,Divided,As Everything Unfolds,spotify:track:2WopsTQeTv5tCq1YpsYAf9,0.248,0.928,4,-5.148,0,0.179,0.00272,1.56e-05,0.11,0.116,186.069,audio_features,2WopsTQeTv5tCq1YpsYAf9,spotify:track:2WopsTQeTv5tCq1YpsYAf9,https://api.spotify.com/v1/tracks/2WopsTQeTv5tCq1YpsYAf9,https://api.spotify.com/v1/audio-analysis/2WopsTQeTv5tCq1YpsYAf9,200163,4
79,Sunrise,Fallbrook,spotify:track:7yVJ03muILsz1o0WuQ97YY,0.475,0.956,1,-4.942,1,0.128,0.000214,0.00502,0.0824,0.24,162.985,audio_features,7yVJ03muILsz1o0WuQ97YY,spotify:track:7yVJ03muILsz1o0WuQ97YY,https://api.spotify.com/v1/tracks/7yVJ03muILsz1o0WuQ97YY,https://api.spotify.com/v1/audio-analysis/7yVJ03muILsz1o0WuQ97YY,236368,4
80,High Towers,Fifth Dawn,spotify:track:6kr5VBRfu95Ji2e8zExFxS,0.433,0.794,2,-4.468,0,0.0356,0.00151,0.0,0.363,0.445,129.948,audio_features,6kr5VBRfu95Ji2e8zExFxS,spotify:track:6kr5VBRfu95Ji2e8zExFxS,https://api.spotify.com/v1/tracks/6kr5VBRfu95Ji2e8zExFxS,https://api.spotify.com/v1/audio-analysis/6kr5VBRfu95Ji2e8zExFxS,252925,4
81,Underneath,Zahna,spotify:track:0emvfKSTwQfCajyOWyNPoN,0.502,0.809,4,-7.549,0,0.032,8.05e-05,0.000228,0.125,0.228,90.021,audio_features,0emvfKSTwQfCajyOWyNPoN,spotify:track:0emvfKSTwQfCajyOWyNPoN,https://api.spotify.com/v1/tracks/0emvfKSTwQfCajyOWyNPoN,https://api.spotify.com/v1/audio-analysis/0emvfKSTwQfCajyOWyNPoN,269889,4
82,Time to Say Goodbye (Reload),May of Sorrow,spotify:track:3XLezo78kRHhI9aR2aT2jN,0.251,0.967,7,-3.283,1,0.174,0.00014,0.0,0.192,0.458,180.003,audio_features,3XLezo78kRHhI9aR2aT2jN,spotify:track:3XLezo78kRHhI9aR2aT2jN,https://api.spotify.com/v1/tracks/3XLezo78kRHhI9aR2aT2jN,https://api.spotify.com/v1/audio-analysis/3XLezo78kRHhI9aR2aT2jN,191922,4
83,Never Surrender,Any Given Day,spotify:track:0kYZIE4fiKIW3TX9BLMkGK,0.425,0.991,0,-2.582,0,0.152,0.000304,2.52e-06,0.355,0.446,160.032,audio_features,0kYZIE4fiKIW3TX9BLMkGK,spotify:track:0kYZIE4fiKIW3TX9BLMkGK,https://api.spotify.com/v1/tracks/0kYZIE4fiKIW3TX9BLMkGK,https://api.spotify.com/v1/audio-analysis/0kYZIE4fiKIW3TX9BLMkGK,200040,4
84,A New Disaster,Cold Kingdom,spotify:track:0r82w1WB1ldZbGz7rxESy6,0.476,0.86,5,-4.76,1,0.0534,0.000574,3e-06,0.0695,0.46,92.05,audio_features,0r82w1WB1ldZbGz7rxESy6,spotify:track:0r82w1WB1ldZbGz7rxESy6,https://api.spotify.com/v1/tracks/0r82w1WB1ldZbGz7rxESy6,https://api.spotify.com/v1/audio-analysis/0r82w1WB1ldZbGz7rxESy6,219347,4
85,Bitter Taste,No name faces,spotify:track:5lLGgAjOyfU728GNuaUST3,0.574,0.909,7,-7.62,0,0.0489,1.11e-05,0.00223,0.177,0.321,104.026,audio_features,5lLGgAjOyfU728GNuaUST3,spotify:track:5lLGgAjOyfU728GNuaUST3,https://api.spotify.com/v1/tracks/5lLGgAjOyfU728GNuaUST3,https://api.spotify.com/v1/audio-analysis/5lLGgAjOyfU728GNuaUST3,266538,4
86,The Uprising,Beneath My Feet,spotify:track:3dM69ZWhzKktKrqU4aL69B,0.459,0.96,5,-4.255,1,0.156,5.84e-06,2.73e-06,0.0579,0.295,124.998,audio_features,3dM69ZWhzKktKrqU4aL69B,spotify:track:3dM69ZWhzKktKrqU4aL69B,https://api.spotify.com/v1/tracks/3dM69ZWhzKktKrqU4aL69B,https://api.spotify.com/v1/audio-analysis/3dM69ZWhzKktKrqU4aL69B,179587,4
87,Not Dead Yet,Righteous Vendetta,spotify:track:2kxItp1eDNEjw51GdUXEO1,0.596,0.963,7,-3.848,1,0.102,0.000203,0.0,0.356,0.314,105.003,audio_features,2kxItp1eDNEjw51GdUXEO1,spotify:track:2kxItp1eDNEjw51GdUXEO1,https://api.spotify.com/v1/tracks/2kxItp1eDNEjw51GdUXEO1,https://api.spotify.com/v1/audio-analysis/2kxItp1eDNEjw51GdUXEO1,203500,4
88,Stay,Unparalleled Height,spotify:track:7c9kJ4tYMUlfjra3oKB5vs,0.474,0.978,5,-4.091,0,0.0831,0.000177,5.19e-05,0.361,0.101,101.998,audio_features,7c9kJ4tYMUlfjra3oKB5vs,spotify:track:7c9kJ4tYMUlfjra3oKB5vs,https://api.spotify.com/v1/tracks/7c9kJ4tYMUlfjra3oKB5vs,https://api.spotify.com/v1/audio-analysis/7c9kJ4tYMUlfjra3oKB5vs,242982,4
89,Saviour,Thousand Thoughts,spotify:track:1yElpqz72Mm0kGboGPrqbg,0.392,0.871,2,-5.756,0,0.0473,1.64e-05,0.0177,0.343,0.484,184.951,audio_features,1yElpqz72Mm0kGboGPrqbg,spotify:track:1yElpqz72Mm0kGboGPrqbg,https://api.spotify.com/v1/tracks/1yElpqz72Mm0kGboGPrqbg,https://api.spotify.com/v1/audio-analysis/1yElpqz72Mm0kGboGPrqbg,230802,4
90,Black Hearts &amp; Dollar $ign$,fade,spotify:track:6An0z1AK7euzmQqDZzQgaq,0.567,0.945,11,-6.065,0,0.0482,4.83e-05,4.09e-05,0.25,0.152,109.016,audio_features,6An0z1AK7euzmQqDZzQgaq,spotify:track:6An0z1AK7euzmQqDZzQgaq,https://api.spotify.com/v1/tracks/6An0z1AK7euzmQqDZzQgaq,https://api.spotify.com/v1/audio-analysis/6An0z1AK7euzmQqDZzQgaq,260366,4
91,Awakening,Throw The Fight,spotify:track:4EmokJEqiyqIUPJ8W1MbbW,0.406,0.99,1,-2.449,0,0.191,0.00197,0.0,0.107,0.245,82.883,audio_features,4EmokJEqiyqIUPJ8W1MbbW,spotify:track:4EmokJEqiyqIUPJ8W1MbbW,https://api.spotify.com/v1/tracks/4EmokJEqiyqIUPJ8W1MbbW,https://api.spotify.com/v1/audio-analysis/4EmokJEqiyqIUPJ8W1MbbW,191027,4
92,Prisoner,Dead Eyes,spotify:track:0lRGXh6qbhBQm0dEwVzTkl,0.468,0.973,10,-3.844,0,0.165,3.11e-05,0.00393,0.203,0.329,140.049,audio_features,0lRGXh6qbhBQm0dEwVzTkl,spotify:track:0lRGXh6qbhBQm0dEwVzTkl,https://api.spotify.com/v1/tracks/0lRGXh6qbhBQm0dEwVzTkl,https://api.spotify.com/v1/audio-analysis/0lRGXh6qbhBQm0dEwVzTkl,191307,4
93,Alone,"As Within, So Without",spotify:track:4jD0HMVOvJKgMl1e3NPANw,0.455,0.907,6,-4.164,1,0.0811,6.35e-06,0.000281,0.288,0.257,129.935,audio_features,4jD0HMVOvJKgMl1e3NPANw,spotify:track:4jD0HMVOvJKgMl1e3NPANw,https://api.spotify.com/v1/tracks/4jD0HMVOvJKgMl1e3NPANw,https://api.spotify.com/v1/audio-analysis/4jD0HMVOvJKgMl1e3NPANw,291423,4
94,The Birth,Asinis,spotify:track:2AW2qnxHbMQSD9SErgKiKL,0.391,0.964,11,-2.952,0,0.116,3.96e-05,0.00509,0.39,0.304,92.519,audio_features,2AW2qnxHbMQSD9SErgKiKL,spotify:track:2AW2qnxHbMQSD9SErgKiKL,https://api.spotify.com/v1/tracks/2AW2qnxHbMQSD9SErgKiKL,https://api.spotify.com/v1/audio-analysis/2AW2qnxHbMQSD9SErgKiKL,256009,4
95,A Place Called Home,Tempting Fate,spotify:track:2YB5i6P5C61xSW2eO9rKFF,0.528,0.95,7,-3.274,1,0.061,0.000287,0.0,0.413,0.628,145.0,audio_features,2YB5i6P5C61xSW2eO9rKFF,spotify:track:2YB5i6P5C61xSW2eO9rKFF,https://api.spotify.com/v1/tracks/2YB5i6P5C61xSW2eO9rKFF,https://api.spotify.com/v1/audio-analysis/2YB5i6P5C61xSW2eO9rKFF,231965,4
96,Buried Like Diamonds,Secret Eyes,spotify:track:2NpojTEFodhoZRm1owjsEy,0.42,0.945,7,-5.214,0,0.0688,0.000303,0.053,0.554,0.328,90.983,audio_features,2NpojTEFodhoZRm1owjsEy,spotify:track:2NpojTEFodhoZRm1owjsEy,https://api.spotify.com/v1/tracks/2NpojTEFodhoZRm1owjsEy,https://api.spotify.com/v1/audio-analysis/2NpojTEFodhoZRm1owjsEy,219599,4
97,Lucid Dreams,October Ends,spotify:track:59YF8QFkS4I8B0kC7A6kM6,0.242,0.849,9,-4.973,0,0.0899,0.000188,0.000636,0.105,0.25,83.653,audio_features,59YF8QFkS4I8B0kC7A6kM6,spotify:track:59YF8QFkS4I8B0kC7A6kM6,https://api.spotify.com/v1/tracks/59YF8QFkS4I8B0kC7A6kM6,https://api.spotify.com/v1/audio-analysis/59YF8QFkS4I8B0kC7A6kM6,187202,4
98,Living Is Dying,Threatin,spotify:track:2FJZbYpkaqFvj31p3vuYh6,0.655,0.728,5,-4.132,0,0.0346,0.0554,0.0,0.108,0.31,131.103,audio_features,2FJZbYpkaqFvj31p3vuYh6,spotify:track:2FJZbYpkaqFvj31p3vuYh6,https://api.spotify.com/v1/tracks/2FJZbYpkaqFvj31p3vuYh6,https://api.spotify.com/v1/audio-analysis/2FJZbYpkaqFvj31p3vuYh6,219280,4
99,Thoughts of You,AVOID,spotify:track:7qz5jIQUfqrKrXYr6wOJXy,0.47,0.934,1,-4.639,1,0.049,0.000244,4.26e-06,0.0944,0.411,103.062,audio_features,7qz5jIQUfqrKrXYr6wOJXy,spotify:track:7qz5jIQUfqrKrXYr6wOJXy,https://api.spotify.com/v1/tracks/7qz5jIQUfqrKrXYr6wOJXy,https://api.spotify.com/v1/audio-analysis/7qz5jIQUfqrKrXYr6wOJXy,210728,4
100,Blinded,As I Lay Dying,spotify:track:2HdjEa5BP2VACt1velDTIk,0.332,0.972,8,-5.258,1,0.198,5.84e-06,0.141,0.365,0.122,200.153,audio_features,2HdjEa5BP2VACt1velDTIk,spotify:track:2HdjEa5BP2VACt1velDTIk,https://api.spotify.com/v1/tracks/2HdjEa5BP2VACt1velDTIk,https://api.spotify.com/v1/audio-analysis/2HdjEa5BP2VACt1velDTIk,202158,4
101,Breathe Again,Ravenface,spotify:track:3zRuV86VY7hBfadLCtE1ap,0.4,0.872,6,-6.726,0,0.0566,0.0321,0.0605,0.35,0.479,145.039,audio_features,3zRuV86VY7hBfadLCtE1ap,spotify:track:3zRuV86VY7hBfadLCtE1ap,https://api.spotify.com/v1/tracks/3zRuV86VY7hBfadLCtE1ap,https://api.spotify.com/v1/audio-analysis/3zRuV86VY7hBfadLCtE1ap,274155,4
102,Fallout,The Browning,spotify:track:7nHC7nLmakMwUuYajD89jR,0.428,0.94,4,-4.889,1,0.0637,0.000159,0.000117,0.123,0.225,140.143,audio_features,7nHC7nLmakMwUuYajD89jR,spotify:track:7nHC7nLmakMwUuYajD89jR,https://api.spotify.com/v1/tracks/7nHC7nLmakMwUuYajD89jR,https://api.spotify.com/v1/audio-analysis/7nHC7nLmakMwUuYajD89jR,213882,4
103,Shadow The Day,Bad/Love,spotify:track:7h5y4boQvUezQktpDFWvYK,0.406,0.926,6,-4.289,0,0.0614,0.00565,3.4e-06,0.288,0.268,90.005,audio_features,7h5y4boQvUezQktpDFWvYK,spotify:track:7h5y4boQvUezQktpDFWvYK,https://api.spotify.com/v1/tracks/7h5y4boQvUezQktpDFWvYK,https://api.spotify.com/v1/audio-analysis/7h5y4boQvUezQktpDFWvYK,206508,4
104,Skybreaker,The Browning,spotify:track:2iHYe5lgeXX65SLFEx6YV2,0.448,0.772,11,-6.35,0,0.0307,0.025,0.0785,0.155,0.149,145.029,audio_features,2iHYe5lgeXX65SLFEx6YV2,spotify:track:2iHYe5lgeXX65SLFEx6YV2,https://api.spotify.com/v1/tracks/2iHYe5lgeXX65SLFEx6YV2,https://api.spotify.com/v1/audio-analysis/2iHYe5lgeXX65SLFEx6YV2,255724,4
105,Save Me,The Scars Heal in Time,spotify:track:7kAZX1jGFCMgYP0EnktiWD,0.427,0.902,5,-7.175,0,0.171,0.000573,0.0431,0.106,0.328,140.003,audio_features,7kAZX1jGFCMgYP0EnktiWD,spotify:track:7kAZX1jGFCMgYP0EnktiWD,https://api.spotify.com/v1/tracks/7kAZX1jGFCMgYP0EnktiWD,https://api.spotify.com/v1/audio-analysis/7kAZX1jGFCMgYP0EnktiWD,223714,4
106,Silence,Flight Risk,spotify:track:7h8Ybz0MgttxsaJ6TM24pX,0.476,0.908,9,-4.625,0,0.0795,0.0529,2.15e-05,0.156,0.553,85.042,audio_features,7h8Ybz0MgttxsaJ6TM24pX,spotify:track:7h8Ybz0MgttxsaJ6TM24pX,https://api.spotify.com/v1/tracks/7h8Ybz0MgttxsaJ6TM24pX,https://api.spotify.com/v1/audio-analysis/7h8Ybz0MgttxsaJ6TM24pX,227889,4
107,The Craving,Varna,spotify:track:7LRYYbs7XZaZx7f4avjoMe,0.404,0.974,1,-2.722,0,0.158,1.81e-05,0.00084,0.267,0.447,166.015,audio_features,7LRYYbs7XZaZx7f4avjoMe,spotify:track:7LRYYbs7XZaZx7f4avjoMe,https://api.spotify.com/v1/tracks/7LRYYbs7XZaZx7f4avjoMe,https://api.spotify.com/v1/audio-analysis/7LRYYbs7XZaZx7f4avjoMe,268373,4
108,Giants,Blind Channel,spotify:track:4mjxoQbzAeF3GdcenEW2qt,0.319,0.816,8,-5.948,1,0.0602,0.00963,1.95e-05,0.279,0.292,102.011,audio_features,4mjxoQbzAeF3GdcenEW2qt,spotify:track:4mjxoQbzAeF3GdcenEW2qt,https://api.spotify.com/v1/tracks/4mjxoQbzAeF3GdcenEW2qt,https://api.spotify.com/v1/audio-analysis/4mjxoQbzAeF3GdcenEW2qt,198025,3
109,Legacy,Agonize The Serpent,spotify:track:3LW4A4AO82FYBnBa7BNfFg,0.496,0.995,6,-4.025,1,0.208,8.09e-05,0.000291,0.37,0.114,117.489,audio_features,3LW4A4AO82FYBnBa7BNfFg,spotify:track:3LW4A4AO82FYBnBa7BNfFg,https://api.spotify.com/v1/tracks/3LW4A4AO82FYBnBa7BNfFg,https://api.spotify.com/v1/audio-analysis/3LW4A4AO82FYBnBa7BNfFg,249781,4
110,Counterfeit,Alura,spotify:track:5BWh9PEP3DUdH7vmNVLnNx,0.404,0.98,11,-2.238,1,0.0939,8.95e-06,0.00175,0.359,0.293,95.012,audio_features,5BWh9PEP3DUdH7vmNVLnNx,spotify:track:5BWh9PEP3DUdH7vmNVLnNx,https://api.spotify.com/v1/tracks/5BWh9PEP3DUdH7vmNVLnNx,https://api.spotify.com/v1/audio-analysis/5BWh9PEP3DUdH7vmNVLnNx,220682,4
111,Look Away,Call It Home,spotify:track:76JuPJXsVQLRbDYoKkXxWO,0.401,0.988,10,-1.352,1,0.101,0.000596,4.81e-05,0.221,0.127,106.975,audio_features,76JuPJXsVQLRbDYoKkXxWO,spotify:track:76JuPJXsVQLRbDYoKkXxWO,https://api.spotify.com/v1/tracks/76JuPJXsVQLRbDYoKkXxWO,https://api.spotify.com/v1/audio-analysis/76JuPJXsVQLRbDYoKkXxWO,215327,4
112,behind,eyelid.,spotify:track:2iZk3Y3Y3MQujjHnsEGj03,0.414,0.928,7,-5.267,1,0.0926,5.07e-05,0.00146,0.383,0.207,170.024,audio_features,2iZk3Y3Y3MQujjHnsEGj03,spotify:track:2iZk3Y3Y3MQujjHnsEGj03,https://api.spotify.com/v1/tracks/2iZk3Y3Y3MQujjHnsEGj03,https://api.spotify.com/v1/audio-analysis/2iZk3Y3Y3MQujjHnsEGj03,205145,4
113,Father & Ghost,"Our Hollow, Our Home",spotify:track:5crq1UEOypjDn6jMdm9z8Y,0.144,0.989,7,-2.965,0,0.331,0.00376,0.000404,0.0819,0.0737,94.587,audio_features,5crq1UEOypjDn6jMdm9z8Y,spotify:track:5crq1UEOypjDn6jMdm9z8Y,https://api.spotify.com/v1/tracks/5crq1UEOypjDn6jMdm9z8Y,https://api.spotify.com/v1/audio-analysis/5crq1UEOypjDn6jMdm9z8Y,250526,3
114,Bye Bye Bye,BackWordz,spotify:track:5r9EQnpo2xEEAT1ITWXw5S,0.481,0.952,8,-3.753,0,0.105,0.0299,0.0,0.119,0.697,172.501,audio_features,5r9EQnpo2xEEAT1ITWXw5S,spotify:track:5r9EQnpo2xEEAT1ITWXw5S,https://api.spotify.com/v1/tracks/5r9EQnpo2xEEAT1ITWXw5S,https://api.spotify.com/v1/audio-analysis/5r9EQnpo2xEEAT1ITWXw5S,214957,4
115,Killswitch,PENLEY,spotify:track:0xDOvN6aCBGi3EaLD45rse,0.728,0.493,9,-9.714,0,0.146,0.397,0.0,0.171,0.594,130.053,audio_features,0xDOvN6aCBGi3EaLD45rse,spotify:track:0xDOvN6aCBGi3EaLD45rse,https://api.spotify.com/v1/tracks/0xDOvN6aCBGi3EaLD45rse,https://api.spotify.com/v1/audio-analysis/0xDOvN6aCBGi3EaLD45rse,223896,4
116,Colorblind,VRSTY,spotify:track:7jyk8VND4eXGN3ABRLGl61,0.334,0.985,1,-6.553,0,0.111,3.89e-05,0.000134,0.277,0.147,195.037,audio_features,7jyk8VND4eXGN3ABRLGl61,spotify:track:7jyk8VND4eXGN3ABRLGl61,https://api.spotify.com/v1/tracks/7jyk8VND4eXGN3ABRLGl61,https://api.spotify.com/v1/audio-analysis/7jyk8VND4eXGN3ABRLGl61,215385,4
117,Give Me a Sign,Matt Guillory,spotify:track:3nm7Sg9ix9B2y0QaFBN7lf,0.414,0.915,0,-5.503,0,0.0646,0.00693,0.0,0.128,0.685,180.153,audio_features,3nm7Sg9ix9B2y0QaFBN7lf,spotify:track:3nm7Sg9ix9B2y0QaFBN7lf,https://api.spotify.com/v1/tracks/3nm7Sg9ix9B2y0QaFBN7lf,https://api.spotify.com/v1/audio-analysis/3nm7Sg9ix9B2y0QaFBN7lf,217768,4
118,Start Over,Any Given Day,spotify:track:49XjqDqscQmqlhajVD4vyO,0.492,0.989,11,-2.593,0,0.172,2.58e-05,0.0041,0.232,0.218,134.99,audio_features,49XjqDqscQmqlhajVD4vyO,spotify:track:49XjqDqscQmqlhajVD4vyO,https://api.spotify.com/v1/tracks/49XjqDqscQmqlhajVD4vyO,https://api.spotify.com/v1/audio-analysis/49XjqDqscQmqlhajVD4vyO,281987,4
119,Acacius,Hills Have Eyes,spotify:track:6hl7dyRkwIudwAWA3140xe,0.456,0.901,11,-5.664,0,0.0659,1.16e-05,6.21e-06,0.0889,0.167,108.491,audio_features,6hl7dyRkwIudwAWA3140xe,spotify:track:6hl7dyRkwIudwAWA3140xe,https://api.spotify.com/v1/tracks/6hl7dyRkwIudwAWA3140xe,https://api.spotify.com/v1/audio-analysis/6hl7dyRkwIudwAWA3140xe,214553,4
120,Devious,My Diligent Future,spotify:track:0H8QtJ6shvCPuBeUi3q0t7,0.446,0.987,11,-3.733,0,0.0689,0.000612,0.0,0.166,0.319,143.972,audio_features,0H8QtJ6shvCPuBeUi3q0t7,spotify:track:0H8QtJ6shvCPuBeUi3q0t7,https://api.spotify.com/v1/tracks/0H8QtJ6shvCPuBeUi3q0t7,https://api.spotify.com/v1/audio-analysis/0H8QtJ6shvCPuBeUi3q0t7,218950,4
