,songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
11,Never Ever,All Saints,spotify:track:2NtjcyTvYQXdUFdzeYyQxG,0.739,0.374,1,-9.939,1,0.0351,0.734,0,0.0775,0.317,134.269,audio_features,2NtjcyTvYQXdUFdzeYyQxG,spotify:track:2NtjcyTvYQXdUFdzeYyQxG,https://api.spotify.com/v1/tracks/2NtjcyTvYQXdUFdzeYyQxG,https://api.spotify.com/v1/audio-analysis/2NtjcyTvYQXdUFdzeYyQxG,309754,4
12,No Tengo Dinero,Los Umbrellos,spotify:track:3qfWAvHy7LAPm9xFgFlvgj,0.832,0.473,8,-11.118,1,0.0372,0.0154,6.47e-05,0.0819,0.866,109.372,audio_features,3qfWAvHy7LAPm9xFgFlvgj,spotify:track:3qfWAvHy7LAPm9xFgFlvgj,https://api.spotify.com/v1/tracks/3qfWAvHy7LAPm9xFgFlvgj,https://api.spotify.com/v1/audio-analysis/3qfWAvHy7LAPm9xFgFlvgj,220200,4
13,To the Moon & Back,Savage Garden,spotify:track:6FRtjadDsEhZIQIlh1loEM,0.584,0.76,0,-7.369,0,0.0359,0.0205,7.25e-06,0.1,0.325,104.101,audio_features,6FRtjadDsEhZIQIlh1loEM,spotify:track:6FRtjadDsEhZIQIlh1loEM,https://api.spotify.com/v1/tracks/6FRtjadDsEhZIQIlh1loEM,https://api.spotify.com/v1/audio-analysis/6FRtjadDsEhZIQIlh1loEM,341067,4
14,High,Lighthouse Family,spotify:track:0AQHfKjzky28rf5ytfBANJ,0.662,0.628,10,-8.502,1,0.0251,0.108,0.0776,0.128,0.588,102.319,audio_features,0AQHfKjzky28rf5ytfBANJ,spotify:track:0AQHfKjzky28rf5ytfBANJ,https://api.spotify.com/v1/tracks/0AQHfKjzky28rf5ytfBANJ,https://api.spotify.com/v1/audio-analysis/0AQHfKjzky28rf5ytfBANJ,308333,4
15,Stop,Spice Girls,spotify:track:3FteycP8CaXS1MhjcXekVT,0.722,0.845,2,-4.446,0,0.0308,0.287,0,0.0561,0.965,130.13,audio_features,3FteycP8CaXS1MhjcXekVT,spotify:track:3FteycP8CaXS1MhjcXekVT,https://api.spotify.com/v1/tracks/3FteycP8CaXS1MhjcXekVT,https://api.spotify.com/v1/audio-analysis/3FteycP8CaXS1MhjcXekVT,204754,4
16,Together Again,Janet Jackson,spotify:track:1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,audio_features,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/tracks/1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/audio-analysis/1GrikfH0jDejDvrxo84n4P,301200,4
17,You've Got A Friend - Radio Version,The Brand New Heavies,spotify:track:7o185cGdYsz5JybgcrCB0i,0.707,0.703,1,-7.353,1,0.0241,0.0504,0,0.185,0.971,98.015,audio_features,7o185cGdYsz5JybgcrCB0i,spotify:track:7o185cGdYsz5JybgcrCB0i,https://api.spotify.com/v1/tracks/7o185cGdYsz5JybgcrCB0i,https://api.spotify.com/v1/audio-analysis/7o185cGdYsz5JybgcrCB0i,206200,4
18,Something About The Way You Look Tonight - Edit Version,Elton John,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,0.48,0.628,6,-7.643,1,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,audio_features,5LjSxAIKwyZvQqJ04ZQ0Da,spotify:track:5LjSxAIKwyZvQqJ04ZQ0Da,https://api.spotify.com/v1/tracks/5LjSxAIKwyZvQqJ04ZQ0Da,https://api.spotify.com/v1/audio-analysis/5LjSxAIKwyZvQqJ04ZQ0Da,240547,4
19,You're Still The One,Shania Twain,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,audio_features,1wb4P4F0sxAQ2KXrRvsx6n,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,https://api.spotify.com/v1/tracks/1wb4P4F0sxAQ2KXrRvsx6n,https://api.spotify.com/v1/audio-analysis/1wb4P4F0sxAQ2KXrRvsx6n,212200,4
20,Millennium - 2004 Mix / Radio Edit,Robbie Williams,spotify:track:2oDucggpWmJODq4gxPaDg6,0.509,0.898,6,-5.371,1,0.0596,0.0813,0,0.158,0.767,91.236,audio_features,2oDucggpWmJODq4gxPaDg6,spotify:track:2oDucggpWmJODq4gxPaDg6,https://api.spotify.com/v1/tracks/2oDucggpWmJODq4gxPaDg6,https://api.spotify.com/v1/audio-analysis/2oDucggpWmJODq4gxPaDg6,225587,4
21,Music Sounds Better With You,D.J.Party Dance,spotify:track:2IXfsRQJrvrJBATssqLVVE,0.841,0.671,5,-8.21,0,0.0592,0.00417,0.233,0.182,0.619,124.475,audio_features,2IXfsRQJrvrJBATssqLVVE,spotify:track:2IXfsRQJrvrJBATssqLVVE,https://api.spotify.com/v1/tracks/2IXfsRQJrvrJBATssqLVVE,https://api.spotify.com/v1/audio-analysis/2IXfsRQJrvrJBATssqLVVE,265282,4
22,Everybody (Backstreet's Back) - Extended Version,Backstreet Boys,spotify:track:3tH03v5SIWaglfE3rzXzeB,0.792,0.819,10,-4.933,0,0.0367,0.00564,0.000163,0.175,0.515,108.056,audio_features,3tH03v5SIWaglfE3rzXzeB,spotify:track:3tH03v5SIWaglfE3rzXzeB,https://api.spotify.com/v1/tracks/3tH03v5SIWaglfE3rzXzeB,https://api.spotify.com/v1/audio-analysis/3tH03v5SIWaglfE3rzXzeB,286307,4
23,Coconut,Smile,spotify:track:4vU5ZrnVTrUAp2l2XPwDWI,0.852,0.964,5,-3.723,1,0.0336,0.24,0.00877,0.182,0.974,112.001,audio_features,4vU5ZrnVTrUAp2l2XPwDWI,spotify:track:4vU5ZrnVTrUAp2l2XPwDWI,https://api.spotify.com/v1/tracks/4vU5ZrnVTrUAp2l2XPwDWI,https://api.spotify.com/v1/audio-analysis/4vU5ZrnVTrUAp2l2XPwDWI,203307,4
24,Girlfriend,Billie Piper,spotify:track:7pVLlUodvDqA7OVF9y4Tgi,0.551,0.902,0,-3.974,1,0.289,0.26,0,0.0626,0.804,199.644,audio_features,7pVLlUodvDqA7OVF9y4Tgi,spotify:track:7pVLlUodvDqA7OVF9y4Tgi,https://api.spotify.com/v1/tracks/7pVLlUodvDqA7OVF9y4Tgi,https://api.spotify.com/v1/audio-analysis/7pVLlUodvDqA7OVF9y4Tgi,232093,4
25,Grease - Megamix,Operación Triunfo 2005,spotify:track:1eVBbxxDqSsZq0fTwWoWBy,0.482,0.731,2,-9.818,1,0.122,0.106,0,0.338,0.442,124.573,audio_features,1eVBbxxDqSsZq0fTwWoWBy,spotify:track:1eVBbxxDqSsZq0fTwWoWBy,https://api.spotify.com/v1/tracks/1eVBbxxDqSsZq0fTwWoWBy,https://api.spotify.com/v1/audio-analysis/1eVBbxxDqSsZq0fTwWoWBy,289653,4
26,Viva Forever,Spice Girls,spotify:track:6BPDPcnbDMDf58srVzbfX9,0.473,0.698,6,-8.133,1,0.0349,0.0648,0.231,0.136,0.21,168.817,audio_features,6BPDPcnbDMDf58srVzbfX9,spotify:track:6BPDPcnbDMDf58srVzbfX9,https://api.spotify.com/v1/tracks/6BPDPcnbDMDf58srVzbfX9,https://api.spotify.com/v1/audio-analysis/6BPDPcnbDMDf58srVzbfX9,310667,4
27,Sex & Candy,Marcy Playground,spotify:track:5mkGfmJGFZpwK9nA5amOhv,0.67,0.558,2,-9.159,1,0.0251,0.238,0,0.106,0.63,80.511,audio_features,5mkGfmJGFZpwK9nA5amOhv,spotify:track:5mkGfmJGFZpwK9nA5amOhv,https://api.spotify.com/v1/tracks/5mkGfmJGFZpwK9nA5amOhv,https://api.spotify.com/v1/audio-analysis/5mkGfmJGFZpwK9nA5amOhv,173493,4
28,Save Tonight,Eagle-Eye Cherry,spotify:track:0smyCrJiibi2uwCiq5R1vj,0.547,0.707,0,-8.74,1,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,audio_features,0smyCrJiibi2uwCiq5R1vj,spotify:track:0smyCrJiibi2uwCiq5R1vj,https://api.spotify.com/v1/tracks/0smyCrJiibi2uwCiq5R1vj,https://api.spotify.com/v1/audio-analysis/0smyCrJiibi2uwCiq5R1vj,242733,4
29,Go Deep,Janet Jackson,spotify:track:5I0a8OADAc28ENKYTNj0YU,0.895,0.645,8,-3.76,0,0.0688,0.0466,0.0213,0.251,0.8,102.082,audio_features,5I0a8OADAc28ENKYTNj0YU,spotify:track:5I0a8OADAc28ENKYTNj0YU,https://api.spotify.com/v1/tracks/5I0a8OADAc28ENKYTNj0YU,https://api.spotify.com/v1/audio-analysis/5I0a8OADAc28ENKYTNj0YU,282027,4
30,Sonnet,The Verve,spotify:track:6OgWHP8rRXiq7VMaryVaVo,0.433,0.725,0,-7.296,1,0.0244,0.12,4.34e-05,0.225,0.376,89.059,audio_features,6OgWHP8rRXiq7VMaryVaVo,spotify:track:6OgWHP8rRXiq7VMaryVaVo,https://api.spotify.com/v1/tracks/6OgWHP8rRXiq7VMaryVaVo,https://api.spotify.com/v1/audio-analysis/6OgWHP8rRXiq7VMaryVaVo,261360,4
31,Fly Away,Lenny Kravitz,spotify:track:1OxcIUqVmVYxT6427tbhDW,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,audio_features,1OxcIUqVmVYxT6427tbhDW,spotify:track:1OxcIUqVmVYxT6427tbhDW,https://api.spotify.com/v1/tracks/1OxcIUqVmVYxT6427tbhDW,https://api.spotify.com/v1/audio-analysis/1OxcIUqVmVYxT6427tbhDW,221333,4
32,Strong,Robbie Williams,spotify:track:5IvhE3L0nR3dxrrmRLHdpp,0.383,0.864,3,-6.594,1,0.0564,0.00887,0,0.204,0.604,172.456,audio_features,5IvhE3L0nR3dxrrmRLHdpp,spotify:track:5IvhE3L0nR3dxrrmRLHdpp,https://api.spotify.com/v1/tracks/5IvhE3L0nR3dxrrmRLHdpp,https://api.spotify.com/v1/audio-analysis/5IvhE3L0nR3dxrrmRLHdpp,279293,4
33,Dance The Night Away,The Mavericks,spotify:track:1N67xd3y9s23vitoiP3Zv5,0.651,0.754,4,-9.373,1,0.0293,0.00692,0.00195,0.161,0.936,140.782,audio_features,1N67xd3y9s23vitoiP3Zv5,spotify:track:1N67xd3y9s23vitoiP3Zv5,https://api.spotify.com/v1/tracks/1N67xd3y9s23vitoiP3Zv5,https://api.spotify.com/v1/audio-analysis/1N67xd3y9s23vitoiP3Zv5,262640,4
34,Buses and Trains - Radio Edit,Bachelor Girl,spotify:track:7pQOXNPLCi0Pv5H4mPxUJf,0.463,0.701,2,-7.292,1,0.0339,0.033,0,0.191,0.741,167.773,audio_features,7pQOXNPLCi0Pv5H4mPxUJf,spotify:track:7pQOXNPLCi0Pv5H4mPxUJf,https://api.spotify.com/v1/tracks/7pQOXNPLCi0Pv5H4mPxUJf,https://api.spotify.com/v1/audio-analysis/7pQOXNPLCi0Pv5H4mPxUJf,221080,4
35,Closing Time,Semisonic,spotify:track:1A5V1sxyCLpKJezp75tUXn,0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,audio_features,1A5V1sxyCLpKJezp75tUXn,spotify:track:1A5V1sxyCLpKJezp75tUXn,https://api.spotify.com/v1/tracks/1A5V1sxyCLpKJezp75tUXn,https://api.spotify.com/v1/audio-analysis/1A5V1sxyCLpKJezp75tUXn,274160,4
36,Crush,Jennifer Paige,spotify:track:0wlU3AK6gdsJUcf6pvyaTp,0.73,0.698,1,-5.629,0,0.0288,0.0324,0,0.0928,0.602,115.033,audio_features,0wlU3AK6gdsJUcf6pvyaTp,spotify:track:0wlU3AK6gdsJUcf6pvyaTp,https://api.spotify.com/v1/tracks/0wlU3AK6gdsJUcf6pvyaTp,https://api.spotify.com/v1/audio-analysis/0wlU3AK6gdsJUcf6pvyaTp,200293,4
37,Honey To The Bee,Billie Piper,spotify:track:3Dz66TfHhH8x8Xg4c9D1Sf,0.629,0.693,8,-6.415,1,0.045,0.268,0,0.745,0.601,139.908,audio_features,3Dz66TfHhH8x8Xg4c9D1Sf,spotify:track:3Dz66TfHhH8x8Xg4c9D1Sf,https://api.spotify.com/v1/tracks/3Dz66TfHhH8x8Xg4c9D1Sf,https://api.spotify.com/v1/audio-analysis/3Dz66TfHhH8x8Xg4c9D1Sf,304600,4
38,You Get What You Give,New Radicals,spotify:track:1Cwsd5xI8CajJz795oy4XF,0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,audio_features,1Cwsd5xI8CajJz795oy4XF,spotify:track:1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/tracks/1Cwsd5xI8CajJz795oy4XF,https://api.spotify.com/v1/audio-analysis/1Cwsd5xI8CajJz795oy4XF,300773,4
39,Sex on the Beach - Radio Mix,T-Spoon,spotify:track:0IprUQmGWvCtnbcpHj9UIi,0.841,0.933,5,-7.022,1,0.058,0.316,0,0.18,0.944,100.011,audio_features,0IprUQmGWvCtnbcpHj9UIi,spotify:track:0IprUQmGWvCtnbcpHj9UIi,https://api.spotify.com/v1/tracks/0IprUQmGWvCtnbcpHj9UIi,https://api.spotify.com/v1/audio-analysis/0IprUQmGWvCtnbcpHj9UIi,226000,4
40,More Than A Woman,911,spotify:track:22xBYFrxlm9DKsQe7yV6dH,0.605,0.864,9,-5.84,0,0.0397,0.219,0,0.107,0.885,111.968,audio_features,22xBYFrxlm9DKsQe7yV6dH,spotify:track:22xBYFrxlm9DKsQe7yV6dH,https://api.spotify.com/v1/tracks/22xBYFrxlm9DKsQe7yV6dH,https://api.spotify.com/v1/audio-analysis/22xBYFrxlm9DKsQe7yV6dH,194867,4
41,American Woman,Lenny Kravitz,spotify:track:2BdSaGVMxZzEeJYjjrlo6n,0.669,0.698,1,-7.971,1,0.0713,0.0243,0,0.0782,0.6,83.987,audio_features,2BdSaGVMxZzEeJYjjrlo6n,spotify:track:2BdSaGVMxZzEeJYjjrlo6n,https://api.spotify.com/v1/tracks/2BdSaGVMxZzEeJYjjrlo6n,https://api.spotify.com/v1/audio-analysis/2BdSaGVMxZzEeJYjjrlo6n,261707,4
42,That Don't Impress Me Much,Shania Twain,spotify:track:4I7DV3MIgxJGlObiy9s6nx,0.743,0.873,10,-4.943,0,0.0507,0.14,0,0.142,0.965,125.005,audio_features,4I7DV3MIgxJGlObiy9s6nx,spotify:track:4I7DV3MIgxJGlObiy9s6nx,https://api.spotify.com/v1/tracks/4I7DV3MIgxJGlObiy9s6nx,https://api.spotify.com/v1/audio-analysis/4I7DV3MIgxJGlObiy9s6nx,238707,5
43,"Bailamos - From ""Wild Wild West""",Enrique Iglesias,spotify:track:1ySwd43oWXbrytN2BD0Mhb,0.629,0.885,7,-4.508,1,0.0384,0.0532,0.00252,0.105,0.567,99.881,audio_features,1ySwd43oWXbrytN2BD0Mhb,spotify:track:1ySwd43oWXbrytN2BD0Mhb,https://api.spotify.com/v1/tracks/1ySwd43oWXbrytN2BD0Mhb,https://api.spotify.com/v1/audio-analysis/1ySwd43oWXbrytN2BD0Mhb,212693,4
44,Pumping On Your Stereo,Supergrass,spotify:track:4pCfNA9bjI3pccG5s9fm7J,0.461,0.904,2,-4.789,1,0.0784,0.011,0.0852,0.835,0.238,131.967,audio_features,4pCfNA9bjI3pccG5s9fm7J,spotify:track:4pCfNA9bjI3pccG5s9fm7J,https://api.spotify.com/v1/tracks/4pCfNA9bjI3pccG5s9fm7J,https://api.spotify.com/v1/audio-analysis/4pCfNA9bjI3pccG5s9fm7J,200400,4
45,Every Morning,Sugar Ray,spotify:track:3PamjZAj5rb9z6QyhXeupt,0.835,0.631,8,-6.07,1,0.0372,0.06,0.0242,0.115,0.976,109.91,audio_features,3PamjZAj5rb9z6QyhXeupt,spotify:track:3PamjZAj5rb9z6QyhXeupt,https://api.spotify.com/v1/tracks/3PamjZAj5rb9z6QyhXeupt,https://api.spotify.com/v1/audio-analysis/3PamjZAj5rb9z6QyhXeupt,219333,4
46,We like to Party! (The Vengabus) Six Flags,Vengaboys,spotify:track:77j9HOrxUpWcjwra9jgvio,0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,audio_features,77j9HOrxUpWcjwra9jgvio,spotify:track:77j9HOrxUpWcjwra9jgvio,https://api.spotify.com/v1/tracks/77j9HOrxUpWcjwra9jgvio,https://api.spotify.com/v1/audio-analysis/77j9HOrxUpWcjwra9jgvio,222459,4
47,She's The One,Robbie Williams,spotify:track:4lO57zZGFcj7vSY4QhfVDq,0.243,0.609,10,-8.451,1,0.0323,0.663,1.13e-05,0.221,0.333,166.668,audio_features,4lO57zZGFcj7vSY4QhfVDq,spotify:track:4lO57zZGFcj7vSY4QhfVDq,https://api.spotify.com/v1/tracks/4lO57zZGFcj7vSY4QhfVDq,https://api.spotify.com/v1/audio-analysis/4lO57zZGFcj7vSY4QhfVDq,258027,4
48,You Needed Me,Boyzone,spotify:track:2uuW3roQlIXlp8V59Cd08Q,0.583,0.499,5,-7.894,1,0.0284,0.465,0,0.154,0.289,132.021,audio_features,2uuW3roQlIXlp8V59Cd08Q,spotify:track:2uuW3roQlIXlp8V59Cd08Q,https://api.spotify.com/v1/tracks/2uuW3roQlIXlp8V59Cd08Q,https://api.spotify.com/v1/audio-analysis/2uuW3roQlIXlp8V59Cd08Q,208773,4
49,Don't Call Me Baby,Madison Avenue,spotify:track:5GguB1QMdud2FWbs5VHAzB,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,audio_features,5GguB1QMdud2FWbs5VHAzB,spotify:track:5GguB1QMdud2FWbs5VHAzB,https://api.spotify.com/v1/tracks/5GguB1QMdud2FWbs5VHAzB,https://api.spotify.com/v1/audio-analysis/5GguB1QMdud2FWbs5VHAzB,228140,4
50,Rhythm Divine,Enrique Iglesias,spotify:track:4XifD1V0kWoG4WwsXTwS3y,0.628,0.971,9,-2.713,0,0.16,0.13,0,0.0937,0.443,101.999,audio_features,4XifD1V0kWoG4WwsXTwS3y,spotify:track:4XifD1V0kWoG4WwsXTwS3y,https://api.spotify.com/v1/tracks/4XifD1V0kWoG4WwsXTwS3y,https://api.spotify.com/v1/audio-analysis/4XifD1V0kWoG4WwsXTwS3y,209773,4
51,Win Some Lose Some,Robbie Williams,spotify:track:3f5cAVQCYdotACCXu1u7Wc,0.589,0.819,8,-5.7,1,0.0313,0.00138,1.19e-05,0.323,0.487,112.151,audio_features,3f5cAVQCYdotACCXu1u7Wc,spotify:track:3f5cAVQCYdotACCXu1u7Wc,https://api.spotify.com/v1/tracks/3f5cAVQCYdotACCXu1u7Wc,https://api.spotify.com/v1/audio-analysis/3f5cAVQCYdotACCXu1u7Wc,258733,4
52,Rise,Gabrielle,spotify:track:63nkNgHkmfgjElTEnCzKYU,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,audio_features,63nkNgHkmfgjElTEnCzKYU,spotify:track:63nkNgHkmfgjElTEnCzKYU,https://api.spotify.com/v1/tracks/63nkNgHkmfgjElTEnCzKYU,https://api.spotify.com/v1/audio-analysis/63nkNgHkmfgjElTEnCzKYU,219093,4
53,Glorafilia,Zed,spotify:track:6mWMW5bkrrB8qXtIE3QsRn,0.357,0.7,0,-3.862,1,0.036,0.0512,0,0.148,0.626,203.666,audio_features,6mWMW5bkrrB8qXtIE3QsRn,spotify:track:6mWMW5bkrrB8qXtIE3QsRn,https://api.spotify.com/v1/tracks/6mWMW5bkrrB8qXtIE3QsRn,https://api.spotify.com/v1/audio-analysis/6mWMW5bkrrB8qXtIE3QsRn,200667,4
54,Man! I Feel Like A Woman!,Shania Twain,spotify:track:6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882,audio_features,6sxptembJVty4sNtcPMAVz,spotify:track:6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/tracks/6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/audio-analysis/6sxptembJVty4sNtcPMAVz,234493,4
55,Caught Out There,Kelis,spotify:track:1nZkrUFLq265za9lofFO3p,0.848,0.691,7,-6.775,1,0.093,0.0512,0.00803,0.0723,0.922,92.996,audio_features,1nZkrUFLq265za9lofFO3p,spotify:track:1nZkrUFLq265za9lofFO3p,https://api.spotify.com/v1/tracks/1nZkrUFLq265za9lofFO3p,https://api.spotify.com/v1/audio-analysis/1nZkrUFLq265za9lofFO3p,291707,4
56,Then The Morning Comes,Smash Mouth,spotify:track:50MfV7a1pnOEcf2t9kobxW,0.729,0.881,5,-5.024,0,0.0283,0.0231,0,0.0872,0.963,118.58,audio_features,50MfV7a1pnOEcf2t9kobxW,spotify:track:50MfV7a1pnOEcf2t9kobxW,https://api.spotify.com/v1/tracks/50MfV7a1pnOEcf2t9kobxW,https://api.spotify.com/v1/audio-analysis/50MfV7a1pnOEcf2t9kobxW,182267,4
57,Sitting Down Here,Lene Marlin,spotify:track:2NwXOuYLEbyhlQzDtoANul,0.764,0.709,2,-6.766,1,0.0348,0.163,0,0.334,0.786,124.043,audio_features,2NwXOuYLEbyhlQzDtoANul,spotify:track:2NwXOuYLEbyhlQzDtoANul,https://api.spotify.com/v1/tracks/2NwXOuYLEbyhlQzDtoANul,https://api.spotify.com/v1/audio-analysis/2NwXOuYLEbyhlQzDtoANul,234373,4
58,When You Say Nothing At All,Ronan Keating,spotify:track:7d66u8J2iM8WXcUKdujNZJ,0.457,0.441,7,-10.688,1,0.0251,0.157,0,0.0816,0.427,173.755,audio_features,7d66u8J2iM8WXcUKdujNZJ,spotify:track:7d66u8J2iM8WXcUKdujNZJ,https://api.spotify.com/v1/tracks/7d66u8J2iM8WXcUKdujNZJ,https://api.spotify.com/v1/audio-analysis/7d66u8J2iM8WXcUKdujNZJ,256827,4
59,Groovejet,Spiller,spotify:track:2KeAqVOxKLU4XyPLcHTL2h,0.794,0.595,9,-9.125,0,0.0715,0.000496,0.121,0.353,0.681,123.008,audio_features,2KeAqVOxKLU4XyPLcHTL2h,spotify:track:2KeAqVOxKLU4XyPLcHTL2h,https://api.spotify.com/v1/tracks/2KeAqVOxKLU4XyPLcHTL2h,https://api.spotify.com/v1/audio-analysis/2KeAqVOxKLU4XyPLcHTL2h,450456,4
